continue number,area code,ICAO identifier,ICAO code,runway length,runway width,runway latitude,runway longitude,runway desc
0,USA,KEKO,K2,07454,150,N40493179,W115470252,                      
0,USA,KEKO,K2,03015,060,N40494010,W115470053,                      
0,USA,KEKQ,K5,04000,075,N36510290,W084513643,                      
0,USA,KEKQ,K5,04000,075,N36513499,W084510768,                      
0,USA,KEKS,K1,07600,100,N45171005,W111385924,                      
0,USA,KEKS,K1,07600,100,N45155517,W111385296,                      
0,USA,KEKX,K5,06001,100,N37404925,W085555725,                      
0,USA,KEKX,K5,06001,100,N37412999,W085550300,                      
0,USA,KEKY,K7,06007,100,N33182623,W086560172,                      
0,USA,KEKY,K7,06007,100,N33190457,W086550765,                      
0,USA,KELA,K4,04280,060,N29362102,W096192266,                      
0,USA,KELA,K4,04280,060,N29353914,W096191531,                      
0,USA,KELD,K4,06601,150,N33125019,W092490755,                      
0,USA,KELD,K4,05100,100,N33133918,W092490661,                      
0,USA,KELD,K4,06601,150,N33133561,W092481173,                      
0,USA,KELD,K4,05100,100,N33130293,W092482485,                      
0,USA,KELK,K4,05399,075,N35261755,W099233932,                      
0,USA,KELK,K4,05399,075,N35252415,W099233947,                      
0,USA,KELM,K6,02017,150,N42093729,W076532529,                      
0,USA,KELM,K6,08001,150,N42091679,W076540592,                      
0,USA,KELM,K6,05404,150,N42092807,W076541061,                      
0,USA,KELM,K6,02017,150,N42095001,W076530468,                      
0,USA,KELM,K6,08001,150,N42100212,W076525228,                      
0,USA,KELM,K6,05404,150,N42092869,W076530420,                      
0,USA,KELN,K1,04300,150,N47021991,W120320660,                      
0,USA,KELN,K1,04300,150,N47015098,W120312118,                      
0,USA,KELO,K3,05596,100,N47494014,W091502116,                      
0,USA,KELO,K3,05596,100,N47491276,W091490995,                      
0,USA,KELP,K4,12020,150,N31480556,W106235946,                      
0,USA,KELP,K4,05499,075,N31482533,W106221138,                      
0,USA,KELP,K4,09025,150,N31480735,W106231913,                      
0,USA,KELP,K4,12020,150,N31492201,W106221278,                      
0,USA,KELP,K4,09025,150,N31480220,W106213475,                      
0,USA,KELP,K4,05499,075,N31482218,W106210778,                      
0,USA,KELY,K2,04825,060,N39181231,W114510684,                      
0,USA,KELY,K2,06017,150,N39183175,W114500832,                      
0,USA,KELY,K2,04825,060,N39173546,W114502793,                      
0,USA,KELY,K2,06017,150,N39173401,W114502654,                      
0,USA,KELZ,K6,05301,100,N42063401,W077595378,                      
0,USA,KELZ,K6,05301,100,N42063461,W077584877,                      
0,USA,KEMM,K1,02671,060,N41492373,W110333810,                      
0,USA,KEMM,K1,03271,060,N41495036,W110334080,                      
0,USA,KEMM,K1,08203,075,N41495926,W110333232,                      
0,USA,KEMM,K1,02671,060,N41493921,W110330954,                      
0,USA,KEMM,K1,03271,060,N41493402,W110330354,                      
0,USA,KEMM,K1,08203,075,N41483873,W110332051,                      
0,USA,KEMP,K3,04999,100,N38193148,W096113480,                      
0,USA,KEMP,K3,03881,300,N38193461,W096113997,                      
0,USA,KEMP,K3,04999,100,N38201980,W096112167,                      
0,USA,KEMP,K3,03881,300,N38195104,W096105596,                      
0,USA,KEMT,K2,03995,075,N34045435,W118021414,                      
0,USA,KEMT,K2,03995,075,N34052172,W118015849,                      
0,USA,KEMV,K6,05010,100,N36413307,W077291536,                      
0,USA,KEMV,K6,05010,100,N36405230,W077284043,                      
0,USA,KEND,K4,09217,150,N36211999,W097545278,                      
0,USA,KEND,K4,05024,150,N36204904,W097543966,                      
0,USA,KEND,K4,09217,150,N36205727,W097552349,                      
0,USA,KEND,K4,09217,150,N36194885,W097545284,                      
0,USA,KEND,K4,09217,150,N36192612,W097552354,                      
0,USA,KEND,K4,05024,150,N36195936,W097543969,                      
0,USA,KENL,K5,03300,060,N38305474,W089054574,                      
0,USA,KENL,K5,05001,075,N38311824,W089052975,                      
0,USA,KENL,K5,03300,060,N38305636,W089050428,                      
0,USA,KENL,K5,05001,075,N38302881,W089053047,                      
0,USA,KENV,K2,10002,150,N40430819,W114023633,                      
0,USA,KENV,K2,08002,100,N40433433,W114023477,                      
0,USA,KENV,K2,10002,150,N40430823,W114002646,                      
0,USA,KENV,K2,08002,100,N40423847,W114012126,                      
0,USA,KENW,K5,06600,100,N42353480,W087563018,                      
0,USA,KENW,K5,03302,075,N42352737,W087554107,                      
0,USA,KENW,K5,04440,100,N42360684,W087555043,                      
0,USA,KENW,K5,03302,075,N42354178,W087550147,                      
0,USA,KENW,K5,06600,100,N42360363,W087551104,                      
0,USA,KENW,K5,04440,100,N42353148,W087551532,                      
0,USA,KEOD,K7,05000,100,N36334567,W087291445,                      
0,USA,KEOD,K7,05000,100,N36342143,W087283205,                      
0,USA,KEOE,K7,04001,075,N34181775,W081384069,                      
0,USA,KEOE,K7,04001,075,N34184938,W081381203,                      
0,USA,KEOK,K3,05500,100,N40273463,W091260986,                      
0,USA,KEOK,K3,03576,100,N40274804,W091260950,                      
0,USA,KEOK,K3,05500,100,N40273869,W091245891,                      
0,USA,KEOK,K3,03576,100,N40272025,W091254104,                      
0,USA,KEOP,K5,04899,075,N39094976,W082560947,                      
0,USA,KEOP,K5,04899,075,N39101242,W082551449,                      
0,USA,KEOS,K3,05001,100,N36481469,W094233654,                      
0,USA,KEOS,K3,05001,100,N36490305,W094232374,                      
0,USA,KEPH,K1,05500,075,N47182111,W119311885,                      
0,USA,KEPH,K1,03467,150,N47182405,W119312863,                      
0,USA,KEPH,K1,03843,060,N47181664,W119312630,                      
0,USA,KEPH,K1,05500,075,N47190099,W119302471,                      
0,USA,KEPH,K1,03467,150,N47184926,W119305461,                      
0,USA,KEPH,K1,03843,060,N47175344,W119304219,                      
0,USA,KEPM,K6,04002,075,N44544819,W067010802,                      
0,USA,KEPM,K6,04002,075,N44542468,W067002333,                      
0,USA,KEQA,K3,04204,075,N37461283,W096492319,                      
0,USA,KEQA,K3,04200,075,N37464505,W096491186,                      
0,USA,KEQA,K3,04204,075,N37464303,W096484722,                      
0,USA,KEQA,K3,04200,075,N37460631,W096485301,                      
0,USA,KEQY,K7,07001,100,N35003908,W080375017,                      
0,USA,KEQY,K7,07001,100,N35012632,W080364862,                      
0,USA,KERI,K6,03508,150,N42044744,W080104695,                      
0,USA,KERI,K6,08420,150,N42044122,W080105391,                      
0,USA,KERI,K6,03508,150,N42051063,W080104140,                      
0,USA,KERI,K6,08420,150,N42052426,W080093295,                      
0,USA,KERR,K6,03600,060,N44474253,W071101218,                      
0,USA,KERR,K6,03600,060,N44472107,W071093240,                      
0,USA,KERV,K4,03597,058,N29584236,W099052347,                      
0,USA,KERV,K4,06004,100,N29583820,W099052489,                      
0,USA,KERV,K4,03597,058,N29591222,W099050120,                      
0,USA,KERV,K4,06004,100,N29580399,W099043896,                      
0,USA,KERY,K5,02856,150,N46182142,W085271593,                      
0,USA,KERY,K5,04304,075,N46185660,W085280418,                      
0,USA,KERY,K5,02856,150,N46183571,W085265795,                      
0,USA,KERY,K5,04304,075,N46184190,W085270665,                      
0,USA,KESC,K5,05016,100,N45430615,W087051227,                      
0,USA,KESC,K5,06498,150,N45431496,W087064297,                      
0,USA,KESC,K5,05016,100,N45435566,W087051117,                      
0,USA,KESC,K5,06498,150,N45431396,W087051140,                      
0,USA,KESF,K4,05999,150,N31234000,W092182160,                      
0,USA,KESF,K4,05601,150,N31240664,W092180097,                      
0,USA,KESF,K4,05999,150,N31233910,W092171240,                      
0,USA,KESF,K4,05601,150,N31232127,W092172383,                      
0,USA,KESN,K6,05500,100,N38475063,W076041906,                      
0,USA,KESN,K6,04003,100,N38483085,W076043495,                      
0,USA,KESN,K6,05500,100,N38483470,W076034588,                      
0,USA,KESN,K6,04003,100,N38480164,W076040084,                      
0,USA,KEST,K3,02989,090,N43241790,W094450488,                      
0,USA,KEST,K3,04797,075,N43245302,W094445370,                      
0,USA,KEST,K3,02989,090,N43242667,W094442622,                      
0,USA,KEST,K3,04797,075,N43240643,W094444196,                      
0,USA,KESW,K1,02640,100,N47152127,W121112474,                      
0,USA,KESW,K1,02640,100,N47150886,W121105109,                      
0,USA,KETB,K5,03897,075,N43251186,W088080329,                      
0,USA,KETB,K5,04494,075,N43253132,W088080490,                      
0,USA,KETB,K5,03897,075,N43253171,W088071807,                      
0,USA,KETB,K5,04494,075,N43250496,W088071591,                      
0,USA,KETC,K7,03999,060,N35561224,W077330909,                      
0,USA,KETC,K7,03999,060,N35561627,W077322316,                      
0,USA,KETH,K3,01953,175,N45464859,W096325626,                      
0,USA,KETH,K3,03298,075,N45470362,W096324035,                      
0,USA,KETH,K3,01953,175,N45465729,W096323166,                      
0,USA,KETH,K3,03298,075,N45463233,W096322755,                      
0,USA,KETN,K4,05000,060,N32250863,W098483435,                      
0,USA,KETN,K4,05000,060,N32243302,W098483569,                      
0,USA,KEUF,K7,05000,100,N31572944,W085074231,                      
0,USA,KEUF,K7,05000,100,N31564006,W085074597,                      
0,USA,KEUG,K1,06000,150,N44075871,W123120982,                      
0,USA,KEUG,K1,08009,150,N44080761,W123130893,                      
0,USA,KEUG,K1,08009,150,N44064853,W123130774,                      
0,USA,KEUG,K1,06000,150,N44065946,W123120895,                      
0,USA,KEUL,K1,05500,100,N43384989,W116383514,                      
0,USA,KEUL,K1,05500,100,N43381142,W116374236,                      
0,USA,KEVB,K7,04000,100,N29030373,W080565649,                      
0,USA,KEVB,K7,05000,075,N29031914,W080572547,                      
0,USA,KEVB,K7,04319,075,N29032126,W080571346,                      
0,USA,KEVB,K7,04000,100,N29033424,W080564614,                      
0,USA,KEVB,K7,05000,075,N29033969,W080564221,                      
0,USA,KEVB,K7,04319,075,N29030903,W080562683,                      
0,USA,KEVM,K3,04000,075,N47252610,W092301287,                      
0,USA,KEVM,K3,02050,100,N47253919,W092300469,                      
0,USA,KEVM,K3,04000,075,N47252315,W092291486,                      
0,USA,KEVM,K3,02050,100,N47252386,W092294524,                      
0,USA,KEVU,K3,04600,075,N40213118,W094551551,                      
0,USA,KEVU,K3,04600,075,N40205252,W094544427,                      
0,USA,KEVV,K5,08021,150,N38020941,W087315042,                      
0,USA,KEVV,K5,03497,075,N38021779,W087321319,                      
0,USA,KEVV,K5,06286,150,N38024565,W087320269,                      
0,USA,KEVV,K5,08021,150,N38031181,W087304855,                      
0,USA,KEVV,K5,03497,075,N38021726,W087313884,                      
0,USA,KEVV,K5,06286,150,N38015132,W087320406,                      
0,USA,KEVW,K1,07300,100,N41161502,W111024858,                      
0,USA,KEVW,K1,07300,100,N41164347,W111012076,                      
0,USA,KEVY,K6,04488,065,N39313482,W075432098,                      
0,USA,KEVY,K6,04488,065,N39305199,W075430613,                      
0,USA,KEWB,K6,05400,150,N41401654,W070575388,                      
0,USA,KEWB,K6,05002,075,N41404908,W070575017,                      
0,USA,KEWB,K6,05400,150,N41405523,W070571292,                      
0,USA,KEWB,K6,05002,075,N41401833,W070565858,                      
0,USA,KEWK,K3,03501,060,N38033875,W097164436,                      
0,USA,KEWK,K3,07003,100,N38035359,W097163499,                      
0,USA,KEWK,K3,03501,060,N38033875,W097160060,                      
0,USA,KEWK,K3,07003,100,N38024436,W097163499,                      
0,USA,KEWN,K7,06452,150,N35035558,W077025380,                      
0,USA,KEWN,K7,04001,150,N35043734,W077025232,                      
0,USA,KEWN,K7,06452,150,N35044791,W077021600,                      
0,USA,KEWN,K7,04001,150,N35041302,W077021436,                      
0,USA,KEWR,K6,11000,150,N40405396,W074103166,                      
0,USA,KEWR,K6,10000,150,N40404989,W074102055,                      
0,USA,KEWR,K6,06726,150,N40421010,W074105055,                      
0,USA,KEWR,K6,10000,150,N40415230,W074094087,                      
0,USA,KEWR,K6,11000,150,N40415640,W074095197,                      
0,USA,KEWR,K6,06726,150,N40420451,W074092645,                      
0,USA,KEXX,K7,05004,099,N35463643,W080183708,                      
0,USA,KEXX,K7,05004,099,N35470778,W080175009,                      
0,USA,KEYE,K5,04200,075,N39493186,W086175139,                      
0,USA,KEYE,K5,04200,075,N39500931,W086172819,                      
0,USA,KEYF,K7,05006,075,N34362661,W078350292,                      
0,USA,KEYF,K7,05006,075,N34354646,W078342787,                      
0,USA,KEYW,K7,05076,100,N24332179,W081460035,                      
0,USA,KEYW,K7,05076,100,N24332230,W081450836,                      
0,USA,KEZF,K6,02999,100,N38154933,W077270858,                      
0,USA,KEZF,K6,02999,100,N38160823,W077264425,                      
0,USA,KEZI,K5,03200,060,N41120940,W089574513,                      
0,USA,KEZI,K5,04500,075,N41121476,W089582572,                      
0,USA,KEZI,K5,03200,060,N41124039,W089573688,                      
0,USA,KEZI,K5,04500,075,N41121391,W089572686,                      
0,USA,KEZM,K7,06506,100,N32122799,W083075325,                      
0,USA,KEZM,K7,06506,100,N32133005,W083073315,                      
0,USA,KEZS,K5,03899,075,N44472176,W088340030,                      
0,USA,KEZS,K5,02225,060,N44472476,W088334136,                      
0,USA,KEZS,K5,03899,075,N44470702,W088331036,                      
0,USA,KEZS,K5,02225,060,N44470355,W088333330,                      
0,USA,KEZZ,K3,04000,075,N39435889,W094163740,                      
0,USA,KEZZ,K3,04000,075,N39431954,W094163252,                      
0,USA,KFAF,K6,03025,075,N37080668,W076364681,                      
0,USA,KFAF,K6,03025,075,N37074810,W076361753,                      
0,USA,KFAM,K3,04222,075,N37452258,W090255243,                      
0,USA,KFAM,K3,04222,075,N37455876,W090253235,                      
0,USA,KFAR,K3,06302,100,N46553770,W096493837,                      
0,USA,KFAR,K3,03801,075,N46545085,W096491736,                      
0,USA,KFAR,K3,09001,150,N46555832,W096485799,                      
0,USA,KFAR,K3,06302,100,N46553718,W096480758,                      
0,USA,KFAR,K3,03801,075,N46542327,W096484024,                      
0,USA,KFAR,K3,09001,150,N46542949,W096485905,                      
0,USA,KFAT,K2,09539,150,N36470241,W119434831,                      
0,USA,KFAT,K2,08008,150,N36465902,W119435672,                      
0,USA,KFAT,K2,08008,150,N36461320,W119423644,                      
0,USA,KFAT,K2,09539,150,N36460961,W119421582,                      
0,USA,KFAY,K7,07709,150,N34590870,W078530951,                      
0,USA,KFAY,K7,04801,150,N34591616,W078531741,                      
0,USA,KFAY,K7,07709,150,N35000631,W078522715,                      
0,USA,KFAY,K7,04801,150,N34591520,W078521972,                      
0,USA,KFBG,K7,05011,110,N35075411,W078563195,                      
0,USA,KFBG,K7,05011,110,N35075706,W078554262,                      
0,USA,KFBL,K3,02300,175,N44193996,W093185945,                      
0,USA,KFBL,K3,04257,075,N44195326,W093190516,                      
0,USA,KFBL,K3,02300,175,N44200235,W093185413,                      
0,USA,KFBL,K3,04257,075,N44192927,W093182098,                      
0,USA,KFBR,K1,06404,075,N41231258,W110245864,                      
0,USA,KFBR,K1,03520,050,N41234164,W110243883,                      
0,USA,KFBR,K1,06404,075,N41234937,W110235032,                      
0,USA,KFBR,K1,03520,050,N41234840,W110235355,                      
0,USA,KFBY,K3,02487,150,N40105592,W097101090,                      
0,USA,KFBY,K3,03700,075,N40111696,W097100916,                      
0,USA,KFBY,K3,02487,150,N40104343,W097094331,                      
0,USA,KFBY,K3,03700,075,N40104040,W097100953,                      
0,USA,KFCH,K2,03627,075,N36440371,W119492716,                      
0,USA,KFCH,K2,03627,075,N36434829,W119490046,                      
0,USA,KFCI,K6,05500,100,N37244433,W077315080,                      
0,USA,KFCI,K6,05500,100,N37240201,W077310800,                      
0,USA,KFCM,K3,03898,075,N44494680,W093275421,                      
0,USA,KFCM,K3,05000,100,N44494459,W093281455,                      
0,USA,KFCM,K3,02690,075,N44494471,W093271561,                      
0,USA,KFCM,K3,05000,100,N44493516,W093270646,                      
0,USA,KFCM,K3,03898,075,N44493945,W093270112,                      
0,USA,KFCM,K3,02690,075,N44491829,W093271952,                      
0,USA,KFCS,K2,02307,075,N38404914,W104462191,                      
0,USA,KFCS,K2,04500,075,N38405821,W104454261,                      
0,USA,KFCS,K2,02307,075,N38410365,W104455946,                      
0,USA,KFCS,K2,04500,075,N38402557,W104450405,                      
0,USA,KFCY,K4,03014,050,N34564610,W090462956,                      
0,USA,KFCY,K4,03014,050,N34561629,W090463020,                      
0,USA,KFDK,K6,05219,100,N39243457,W077224957,                      
0,USA,KFDK,K6,03599,075,N39252417,W077224735,                      
0,USA,KFDK,K6,05219,100,N39251380,W077220638,                      
0,USA,KFDK,K6,03599,075,N39250860,W077220612,                      
0,USA,KFDR,K4,04812,060,N34204696,W098591838,                      
0,USA,KFDR,K4,04578,075,N34213003,W098591637,                      
0,USA,KFDR,K4,06099,150,N34213800,W098592161,                      
0,USA,KFDR,K4,04812,060,N34212059,W098583777,                      
0,USA,KFDR,K4,04578,075,N34205798,W098583779,                      
0,USA,KFDR,K4,06099,150,N34203767,W098592167,                      
0,USA,KFDW,K7,05243,100,N34183803,W081064844,                      
0,USA,KFDW,K7,05243,100,N34191695,W081061146,                      
0,USA,KFDY,K5,05883,100,N41004224,W083404832,                      
0,USA,KFDY,K5,06499,100,N41010785,W083395809,                      
0,USA,KFDY,K5,05883,100,N41005863,W083395292,                      
0,USA,KFDY,K5,06499,100,N41000364,W083395856,                      
0,USA,KFEP,K5,05504,100,N42142380,W089352438,                      
0,USA,KFEP,K5,02285,150,N42150278,W089350448,                      
0,USA,KFEP,K5,02404,150,N42150272,W089345906,                      
0,USA,KFEP,K5,05504,100,N42145559,W089342503,                      
0,USA,KFEP,K5,02285,150,N42144951,W089343991,                      
0,USA,KFEP,K5,02404,150,N42143900,W089345861,                      
0,USA,KFES,K3,02202,049,N38113098,W090230939,                      
0,USA,KFES,K3,02202,049,N38115256,W090230571,                      
0,USA,KFET,K3,06353,100,N41272081,W096314332,                      
0,USA,KFET,K3,06353,100,N41264518,W096310476,                      
0,USA,KFFA,K7,03000,060,N36004901,W075402236,                      
0,USA,KFFA,K7,03000,060,N36011768,W075401294,                      
0,USA,KFFC,K7,05768,100,N33214204,W084344276,                      
0,USA,KFFC,K7,05768,100,N33211137,W084335622,                      
0,USA,KFFL,K3,02505,140,N41031109,W091591285,                      
0,USA,KFFL,K3,05503,100,N41035213,W091584867,                      
0,USA,KFFL,K3,02505,140,N41031098,W091584015,                      
0,USA,KFFL,K3,05503,100,N41025776,W091584820,                      
0,USA,KFFM,K3,05639,100,N46172144,W096094415,                      
0,USA,KFFM,K3,03301,075,N46172256,W096094008,                      
0,USA,KFFM,K3,05639,100,N46164333,W096084564,                      
0,USA,KFFM,K3,03301,075,N46164998,W096093946,                      
0,USA,KFFO,K5,12600,300,N39485362,W084035455,                      
0,USA,KFFO,K5,07000,150,N39490891,W084030594,                      
0,USA,KFFO,K5,07000,150,N39495435,W084015829,                      
0,USA,KFFO,K5,12600,300,N39501544,W084015279,                      
0,USA,KFFT,K5,05506,100,N38104226,W084545526,                      
0,USA,KFFT,K5,05506,100,N38110621,W084535334,                      
0,USA,KFFX,K5,06501,100,N43254068,W085594735,                      
0,USA,KFFX,K5,03502,075,N43263791,W085595424,                      
0,USA,KFFX,K5,06501,100,N43264487,W085594790,                      
0,USA,KFFX,K5,03502,075,N43263742,W085590680,                      
0,USA,KFFZ,K2,03799,075,N33272988,W111440306,                      
0,USA,KFFZ,K2,05100,100,N33272124,W111440271,                      
0,USA,KFFZ,K2,05100,100,N33275287,W111431582,                      
0,USA,KFFZ,K2,03799,075,N33275346,W111432814,                      
0,USA,KFGU,K7,04986,075,N35022150,W085012375,                      
0,USA,KFGU,K7,04986,075,N35030185,W085005853,                      
0,USA,KFGX,K5,05002,100,N38322211,W083450170,                      
0,USA,KFGX,K5,05002,100,N38324012,W083440714,                      
0,USA,KFHB,K7,05301,100,N30361726,W081275949,                      
0,USA,KFHB,K7,05000,100,N30364805,W081280477,                      
0,USA,KFHB,K7,05152,100,N30365223,W081280619,                      
0,USA,KFHB,K7,05301,100,N30365639,W081272712,                      
0,USA,KFHB,K7,05000,100,N30365502,W081271622,                      
0,USA,KFHB,K7,05152,100,N30362712,W081272562,                      
0,USA,KFHR,K1,03402,075,N48313584,W123012903,                      
0,USA,KFHR,K1,03402,075,N48310232,W123012643,                      
0,USA,KFHU,K2,04285,075,N31352009,W110204764,                      
0,USA,KFHU,K2,12001,150,N31351523,W110220138,                      
0,USA,KFHU,K2,05366,100,N31353435,W110203577,                      
0,USA,KFHU,K2,04285,075,N31354414,W110202670,                      
0,USA,KFHU,K2,12001,150,N31351545,W110194268,                      
0,USA,KFHU,K2,05366,100,N31350263,W110194603,                      
0,USA,KFIG,K6,04499,075,N41030408,W078252234,                      
0,USA,KFIG,K6,04499,075,N41024968,W078242679,                      
0,USA,KFIN,K7,05000,100,N29273866,W081124396,                      
0,USA,KFIN,K7,05500,100,N29281317,W081124586,                      
0,USA,KFIN,K7,03001,500,N29275108,W081130207,                      
0,USA,KFIN,K7,05000,100,N29280740,W081115790,                      
0,USA,KFIN,K7,05500,100,N29275851,W081114594,                      
0,USA,KFIN,K7,03001,500,N29272163,W081125768,                      
0,USA,KFIT,K6,05001,100,N42332871,W071455693,                      
0,USA,KFIT,K6,05001,100,N42325986,W071451052,                      
0,USA,KFKA,K3,04001,075,N43404203,W092111311,                      
0,USA,KFKA,K3,04001,075,N43403061,W092102100,                      
0,USA,KFKL,K6,05200,150,N41220943,W079514915,                      
0,USA,KFKL,K6,03593,100,N41225027,W079515987,                      
0,USA,KFKL,K6,05200,150,N41225849,W079512891,                      
0,USA,KFKL,K6,03593,100,N41224070,W079511449,                      
0,USA,KFKN,K6,04977,100,N36415720,W076543787,                      
0,USA,KFKN,K6,04977,100,N36420493,W076533751,                      
0,USA,KFKR,K5,02527,070,N40161938,W086340891,                      
0,USA,KFKR,K5,05000,075,N40162165,W086340800,                      
0,USA,KFKR,K5,02527,070,N40164004,W086335058,                      
0,USA,KFKR,K5,05000,075,N40162162,W086330349,                      
0,USA,KFKS,K5,04050,075,N44373770,W086121147,                      
0,USA,KFKS,K5,04050,075,N44371639,W086114584,                      
0,USA,KFLD,K5,03602,075,N43461784,W088295618,                      
0,USA,KFLD,K5,05941,100,N43464489,W088291024,                      
0,USA,KFLD,K5,03602,075,N43461681,W088290711,                      
0,USA,KFLD,K5,05941,100,N43454622,W088291031,                      
0,USA,KFLG,K2,08800,150,N35075239,W111404413,                      
0,USA,KFLG,K2,08800,150,N35084449,W111394867,                      
0,USA,KFLL,K7,09000,150,N26043698,W080095322,                      
0,USA,KFLL,K7,08000,150,N26035719,W080093006,                      
0,USA,KFLL,K7,08000,150,N26035667,W080080234,                      
0,USA,KFLL,K7,09000,150,N26043649,W080082748,                      
0,USA,KFLO,K7,06000,150,N34103379,W079432933,                      
0,USA,KFLO,K7,06502,150,N34110725,W079440220,                      
0,USA,KFLO,K7,06000,150,N34113312,W079432747,                      
0,USA,KFLO,K7,06502,150,N34111447,W079424530,                      
0,USA,KFLP,K4,05001,075,N36171171,W092354872,                      
0,USA,KFLP,K4,05001,075,N36174270,W092350111,                      
0,USA,KFLV,K3,05318,102,N39222787,W094550354,                      
0,USA,KFLV,K3,05318,102,N39213867,W094543971,                      
0,USA,KFLX,K2,05705,075,N39294034,W118452273,                      
0,USA,KFLX,K2,03581,060,N39300946,W118450725,                      
0,USA,KFLX,K2,05705,075,N39301705,W118442923,                      
0,USA,KFLX,K2,03581,060,N39294025,W118444146,                      
0,USA,KFLY,K2,02126,035,N38564539,W104341372,                      
0,USA,KFLY,K2,06001,060,N38571249,W104342861,                      
0,USA,KFLY,K2,05001,200,N38563978,W104342198,                      
0,USA,KFLY,K2,02126,035,N38564501,W104334683,                      
0,USA,KFLY,K2,06001,060,N38561662,W104340322,                      
0,USA,KFLY,K2,05001,200,N38555321,W104340081,                      
0,USA,KFME,K6,03000,075,N39050792,W076455335,                      
0,USA,KFME,K6,03000,075,N39050589,W076451539,                      
0,USA,KFMH,K6,08000,150,N41390049,W070314812,                      
0,USA,KFMH,K6,09501,150,N41400279,W070321781,                      
0,USA,KFMH,K6,08000,150,N41400197,W070304189,                      
0,USA,KFMH,K6,09501,150,N41390574,W070303841,                      
0,USA,KFMM,K2,02468,100,N40195803,W103483504,                      
0,USA,KFMM,K2,05731,075,N40204147,W103484209,                      
0,USA,KFMM,K2,05216,080,N40202813,W103480269,                      
0,USA,KFMM,K2,02468,100,N40195809,W103480318,                      
0,USA,KFMM,K2,05731,075,N40195166,W103480692,                      
0,USA,KFMM,K2,05216,080,N40193660,W103480267,                      
0,USA,KFMN,K2,06501,150,N36441433,W108142924,                      
0,USA,KFMN,K2,06704,100,N36442800,W108142081,                      
0,USA,KFMN,K2,06501,150,N36443967,W108132274,                      
0,USA,KFMN,K2,06704,100,N36442982,W108130410,                      
0,USA,KFMY,K7,06406,150,N26345108,W081521219,                      
0,USA,KFMY,K7,04910,150,N26352691,W081520039,                      
0,USA,KFMY,K7,06406,150,N26352794,W081512688,                      
0,USA,KFMY,K7,04910,150,N26345929,W081512439,                      
0,USA,KFMZ,K3,03021,060,N40350760,W097344763,                      
0,USA,KFMZ,K3,04317,075,N40354029,W097341606,                      
0,USA,KFMZ,K3,03021,060,N40344656,W097341986,                      
0,USA,KFMZ,K3,04317,075,N40345763,W097341589,                      
0,USA,KFNB,K3,03999,075,N40050053,W095354447,                      
0,USA,KFNB,K3,03999,075,N40042671,W095351786,                      
0,USA,KFNL,K2,02273,040,N40271008,W105004166,                      
0,USA,KFNL,K2,08500,100,N40274421,W105010270,                      
0,USA,KFNL,K2,02273,040,N40271753,W105001393,                      
0,USA,KFNL,K2,08500,100,N40262508,W105002589,                      
0,USA,KFNT,K5,07201,150,N42580831,W083453537,                      
0,USA,KFNT,K5,07849,150,N42581986,W083443641,                      
0,USA,KFNT,K5,07201,150,N42581048,W083435856,                      
0,USA,KFNT,K5,07849,150,N42570432,W083443484,                      
0,USA,KFOA,K5,05003,075,N38392980,W088272551,                      
0,USA,KFOA,K5,02715,100,N38400876,W088272086,                      
0,USA,KFOA,K5,05003,075,N38401278,W088265432,                      
0,USA,KFOA,K5,02715,100,N38394877,W088270610,                      
0,USA,KFOD,K3,06547,150,N42325146,W094122068,                      
0,USA,KFOD,K3,05301,100,N42331908,W094114606,                      
0,USA,KFOD,K3,06547,150,N42331878,W094110141,                      
0,USA,KFOD,K3,05301,100,N42324758,W094104949,                      
0,USA,KFOE,K3,07002,150,N38562534,W095402333,                      
0,USA,KFOE,K3,12803,150,N38575601,W095404098,                      
0,USA,KFOE,K3,07002,150,N38571849,W095392658,                      
0,USA,KFOE,K3,12803,150,N38562339,W095385056,                      
0,USA,KFOK,K6,05100,150,N40500471,W072381304,                      
0,USA,KFOK,K6,09002,150,N40501046,W072382045,                      
0,USA,KFOK,K6,05002,150,N40504981,W072382271,                      
0,USA,KFOK,K6,05100,150,N40505505,W072381594,                      
0,USA,KFOK,K6,09002,150,N40511603,W072370130,                      
0,USA,KFOK,K6,05002,150,N40501642,W072373472,                      
0,USA,KFOM,K2,05040,075,N38571447,W112221296,                      
0,USA,KFOM,K2,05040,075,N38574409,W112212168,                      
0,USA,KFOT,K2,04005,100,N40332624,W124081815,                      
0,USA,KFOT,K2,04005,100,N40330214,W124073699,                      
0,USA,KFOZ,K3,03998,075,N47471936,W093391790,                      
0,USA,KFOZ,K3,03998,075,N47464496,W093384925,                      
0,USA,KFPK,K5,03510,075,N42341202,W084484940,                      
0,USA,KFPK,K5,02298,095,N42342755,W084485020,                      
0,USA,KFPK,K5,03510,075,N42344447,W084483288,                      
0,USA,KFPK,K5,02298,095,N42341662,W084483996,                      
0,USA,KFPR,K7,04000,075,N27301567,W080232783,                      
0,USA,KFPR,K7,06492,150,N27295012,W080224575,                      
0,USA,KFPR,K7,04755,100,N27294850,W080221891,                      
0,USA,KFPR,K7,06492,150,N27294959,W080213366,                      
0,USA,KFPR,K7,04000,075,N27301535,W080224342,                      
0,USA,KFPR,K7,04755,100,N27291494,W080214188,                      
