1 continue number,2 area code,3 VOR idertifier,4 VOR latitude,5 VOR longitude,6 airport:,7 VOR name
0,USA,PSK ,N37051574,W080424644,    ,PULASKI                  
0,USA,PSM ,         ,          ,    ,PEASE                    
0,USA,PSP ,N33521205,W116254722,    ,PALM SPRINGS             
0,USA,PSX ,N28455193,W096182225,    ,PALACIOS                 
0,USA,PTW ,N40132004,W075333690,    ,POTTSTOWN                
0,USA,PUB ,N38173931,W104254601,    ,PUEBLO                   
0,USA,PUC ,N39361149,W110451270,    ,CARBON                   
0,USA,PUT ,N41571966,W071503874,    ,PUTNAM                   
0,USA,PUW ,N46402726,W117132461,    ,PULLMAN                  
0,USA,PVD ,N41432763,W071254671,    ,PROVIDENCE               
0,USA,PVU ,N40125377,W111431675,    ,PROVO                    
0,USA,PVW ,N34051029,W101472467,    ,PLAINVIEW                
0,USA,PWA ,N35315860,W097384984,    ,WILEY POST               
0,USA,PWE ,N40120127,W096122261,    ,PAWNEE CITY              
0,USA,PWL ,N41461118,W073360199,    ,PAWLING                  
0,USA,PXN ,N36425565,W120464326,    ,PANOCHE                  
0,USA,PXR ,N33255886,W111581273,    ,PHOENIX                  
0,USA,PXT ,N38171628,W076240083,    ,PATUXENT                 
0,USA,PXV ,N37554195,W087454457,    ,POCKET CITY              
0,USA,PYE ,N38044712,W122520418,    ,POINT REYES              
0,USA,PZD ,N31391874,W084173516,    ,PECAN                    
0,USA,RAL ,N33571865,W117265938,    ,RIVERSIDE                
0,USA,RAP ,N43583374,W103004438,    ,RAPID CITY               
0,USA,RAV ,N40331222,W076355777,    ,RAVINE                   
0,USA,RBA ,         ,          ,    ,ROBINSON                 
0,USA,RBG ,N43105670,W123210807,    ,ROSEBURG                 
0,USA,RBL ,N40055608,W122141086,    ,RED BLUFF                
0,USA,RBS ,N40345413,W088095136,    ,ROBERTS                  
0,USA,RBV ,N40120865,W074294209,    ,ROBBINSVILLE             
0,USA,RBX ,N35551379,W075414896,    ,WRIGHT BROTHERS          
0,USA,RCA ,         ,          ,    ,ELLSWORTH                
0,USA,RDD ,N40301643,W122173013,    ,REDDING                  
0,USA,RDR ,         ,          ,    ,RED RIVER                
0,USA,RDU ,N35522108,W078470003,    ,RALEIGH/DURHAM           
0,USA,RDY ,         ,          ,    ,SARDY                    
0,USA,REC ,N40324725,W078444928,    ,REVLOC                   
0,USA,REO ,N42352598,W117520535,    ,ROME                     
0,USA,RFD ,         ,          ,    ,ROCKFORD                 
0,USA,RHI ,N45380159,W089272804,    ,RHINELANDER              
0,USA,RIC ,N37300848,W077191297,    ,RICHMOND                 
0,USA,RID ,         ,          ,    ,RICHMOND                 
0,USA,RIL ,N39314196,W107431077,    ,RIFLE                    
0,USA,RIV ,         ,          ,    ,MARCH                    
0,USA,RIW ,N43035663,W108271992,    ,RIVERTON                 
0,USA,RKA ,N42275879,W075142122,    ,ROCKDALE                 
0,USA,RLG ,N40000950,W106263296,    ,KREMMLING                
0,USA,RLY ,N43575090,W107570302,    ,WORLAND                  
0,USA,RMG ,N34094523,W085070987,    ,ROME                     
0,USA,RND ,N29310901,W098170663,    ,RANDOLPH                 
0,USA,RNL ,N37583112,W080482343,    ,RAINELLE                 
0,USA,ROA ,N37203647,W080041343,    ,ROANOKE                  
0,USA,ROC ,N43070465,W077402206,    ,ROCHESTER                
0,USA,ROD ,N40171608,W084023515,    ,ROSEWOOD                 
0,USA,ROX ,N48511713,W095414190,    ,ROSEAU                   
0,USA,RQR ,N30051500,W090351905,    ,RESERVE                  
0,USA,RQZ ,N34475006,W086380185,    ,ROCKET                   
0,USA,RRS ,N31170451,W085255236,    ,WIREGRASS                
0,USA,RSG ,N30005257,W100175944,    ,ROCKSPRINGS              
0,USA,RSK ,N36445421,W108055604,    ,RATTLESNAKE              
0,USA,RST ,N43465845,W092354906,    ,ROCHESTER                
0,USA,RSW ,N26314755,W081463276,    ,LEE COUNTY               
0,USA,RUT ,         ,          ,    ,RUTLAND                  
0,USA,RWF ,N44280219,W095074163,    ,REDWOOD FALLS            
0,USA,RZC ,N36144714,W094071701,    ,RAZORBACK                
0,USA,RZN ,         ,          ,    ,SIREN                    
0,USA,RZS ,N34303432,W119461557,    ,SAN MARCUS               
0,USA,SAC ,N38263746,W121330595,    ,SACRAMENTO               
0,USA,SAE ,N41070877,W101463380,    ,SEARLE                   
0,USA,SAF ,N35322595,W106035377,    ,SANTA FE                 
0,USA,SAM ,N38290668,W088050890,    ,SAMSVILLE                
0,USA,SAT ,N29383851,W098274074,    ,SAN ANTONIO              
0,USA,SAU ,N37511920,W122312191,    ,SAUSALITO                
0,USA,SAV ,N32084656,W081115678,    ,SAVANNAH                 
0,USA,SAW ,N46213212,W087235072,    ,SAWYER                   
0,USA,SAX ,N41040315,W074321791,    ,SPARTA                   
0,USA,SBI ,N29411219,W094021672,    ,SABINE PASS              
0,USA,SBJ ,N40345896,W074443045,    ,SOLBERG                  
0,USA,SBV ,N36403014,W079005220,    ,SOUTH BOSTON             
0,USA,SBY ,N38204202,W075303807,    ,SALISBURY                
0,USA,SCB ,N41361712,W096374382,    ,SCRIBNER                 
0,USA,SDO ,N41242540,W118020500,    ,SOD HOUSE                
0,USA,SDZ ,N35125573,W079351657,    ,SANDHILLS                
0,USA,SEA ,N47260734,W122183462,    ,SEATTLE                  
0,USA,SEG ,N40472709,W076530255,    ,SELINSGROVE              
0,USA,SEY ,N41100277,W071343391,    ,SANDY POINT              
0,USA,SFK ,N41414291,W077251166,    ,STONYFORK                
0,USA,SFL ,N31445322,W105051252,    ,SALT FLAT                
0,USA,SFO ,N37371015,W122222602,    ,SAN FRANCISCO            
0,USA,SGD ,N38104570,W122222335,    ,SCAGGS ISLAND            
0,USA,SGF ,N37212141,W093200255,    ,SPRINGFIELD              
0,USA,SGH ,         ,          ,    ,SPRINGFIELD              
0,USA,SGJ ,N29572423,W081194877,    ,ST AUGUSTINE             
0,USA,SHB ,N39375715,W085492754,    ,SHELBYVILLE              
0,USA,SHP ,         ,          ,    ,SHEPPARD                 
0,USA,SHR ,N44503228,W107033996,    ,SHERIDAN                 
0,USA,SHY ,N38022622,W092360868,    ,SUNSHINE                 
0,USA,SIE ,N39054383,W074480124,    ,SEA ISLE                 
0,USA,SJC ,N37222896,W121564081,    ,SAN JOSE                 
0,USA,SJI ,N30433353,W088213346,    ,SEMMES                   
0,USA,SJN ,N34252655,W109083671,    ,ST JOHNS                 
0,USA,SJT ,N31222984,W100271753,    ,SAN ANGELO               
0,USA,SKA ,         ,          ,    ,FAIRCHILD                
0,USA,SKE ,         ,          ,    ,SCOTT                    
0,USA,SLI ,N33465988,W118031713,    ,SEAL BEACH               
0,USA,SLK ,         ,          ,    ,SARANAC LAKE             
0,USA,SLN ,N38553050,W097371680,    ,SALINA                   
0,USA,SLR ,N33115482,W095323335,    ,SULPHUR SPRINGS          
0,USA,SLT ,N41304593,W077581240,    ,SLATE RUN                
0,USA,SMO ,N34003688,W118272418,    ,SANTA MONICA             
0,USA,SNS ,N36394981,W121361147,    ,SALINAS                  
0,USA,SNY ,N41054806,W102585877,    ,SIDNEY                   
0,USA,SOT ,N35472436,W083030853,    ,SNOWBIRD                 
0,USA,SPA ,N35020105,W081553724,    ,SPARTANBURG              
0,USA,SPI ,N39502304,W089403985,    ,SPINNER                  
0,USA,SPS ,N33591424,W098353650,    ,WICHITA FALLS            
0,USA,SPW ,N43094384,W095120357,    ,SPENCER                  
0,USA,SQS ,N33274986,W090163846,    ,SIDON                    
0,USA,SRQ ,N27242526,W082334919,    ,SARASOTA                 
0,USA,SSC ,         ,          ,    ,SHAW                     
0,USA,SSF ,N29153018,W098263653,    ,STINSON                  
0,USA,SSI ,N31030185,W081264547,    ,BRUNSWICK                
0,USA,SSM ,N46244360,W084185354,    ,SAULT STE MARIE          
0,USA,SSO ,N32160928,W109154712,    ,SAN SIMON                
0,USA,STC ,N45325751,W094033096,    ,ST CLOUD                 
0,USA,STJ ,N39573808,W094553079,    ,ST JOSEPH                
0,USA,STL ,N38513860,W090285646,    ,ST LOUIS                 
0,USA,STS ,         ,          ,    ,SANTA ROSA               
0,USA,STV ,N30122433,W098422072,    ,STONEWALL                
0,USA,STW ,N40594495,W074520851,    ,STILLWATER               
0,USA,SUG ,N35242342,W082160701,    ,SUGARLOAF MOUNTAIN       
0,USA,SUU ,         ,          ,    ,TRAVIS                   
0,USA,SUX ,         ,          ,    ,SIOUX CITY               
0,USA,SVC ,N32381567,W108093984,    ,SILVER CITY              
0,USA,SVM ,N42243111,W083353805,    ,SALEM                    
0,USA,SVN ,N32004300,W081082711,    ,HUNTER                   
0,USA,SWB ,N31582350,W092403752,    ,SAWMILL                  
0,USA,SWL ,N38032374,W075275004,    ,SNOW HILL                
0,USA,SWO ,N36132729,W097045253,    ,STILLWATER               
0,USA,SWR ,N39104916,W120161060,    ,SQUAW VALLEY             
0,USA,SXC ,N33223020,W118251168,    ,SANTA CATALINA           
0,USA,SXW ,N39374612,W106592821,    ,SNOW                     
0,USA,SYI ,N35334312,W086262095,    ,SHELBYVILLE              
0,USA,SYR ,N43093787,W076121641,    ,SYRACUSE                 
0,USA,SZL ,         ,          ,    ,WHITEMAN                 
0,USA,SZW ,N30332242,W084222619,    ,SEMINOLE                 
0,USA,TAS ,N36363157,W105542275,    ,TAOS                     
0,USA,TAY ,N30301670,W082331045,    ,TAYLOR                   
0,USA,TBC ,N36071672,W111161052,    ,TUBA CITY                
0,USA,TBD ,N29395156,W090494474,    ,TIBBY                    
0,USA,TBE ,N37153117,W103360020,    ,TOBE                     
0,USA,TBN ,N37443276,W092082038,    ,FORNEY                   
0,USA,TCC ,N35105594,W103355489,    ,TUCUMCARI                
0,USA,TCH ,N40510093,W111585486,    ,WASATCH                  
0,USA,TCM ,         ,          ,    ,MCCHORD                  
0,USA,TCS ,N33165701,W107164997,    ,TRUTH OR CONSEQUENCES    
0,USA,TDD ,N41585399,W100430852,    ,THEDFORD                 
0,USA,TDG ,         ,          ,    ,TALLADEGA                
0,USA,TDT ,         ,          ,    ,TIDIOUTE                 
0,USA,TEB ,N40505539,W074034407,    ,TETERBORO                
0,USA,TFD ,N32530908,W111543144,    ,STANFIELD                
0,USA,TGE ,N32290553,W085400955,    ,TUSKEGEE                 
0,USA,THS ,N39555962,W077570340,    ,ST THOMAS                
0,USA,THX ,N28301799,W098090168,    ,THREE RIVERS             
0,USA,TIK ,         ,          ,    ,TINKER                   
0,USA,TKO ,N39482307,W098153613,    ,MANKATO                  
0,USA,TNP ,N34064404,W115461166,    ,TWENTYNINE PALMS         
0,USA,TNU ,N41470198,W093063252,    ,NEWTON                   
0,USA,TNV ,N30171870,W096032966,    ,NAVASOTA                 
0,USA,TOL ,         ,          ,    ,TOLEDO                   
0,USA,TOP ,N39081348,W095325701,    ,TOPEKA                   
0,USA,TOU ,N48175964,W124373736,    ,TATOOSH                  
0,USA,TOY ,N38442094,W089550693,    ,TROY                     
0,USA,TPH ,N38015032,W117020061,    ,TONOPAH                  
0,USA,TPL ,         ,          ,    ,TEMPLE                   
0,USA,TQA ,N32140868,W099490042,    ,TUSCOLA                  
0,USA,TQQ ,N37472544,W116464536,    ,SILVERBOW                
0,USA,TRM ,N33374115,W116093670,    ,THERMAL                  
0,USA,TRV ,N27404233,W080292301,    ,TREASURE                 
0,USA,TST ,N42333158,W103184373,    ,TOADSTOOL                
0,USA,TTE ,N35544698,W119011491,    ,TULE                     
0,USA,TTH ,N39292019,W087145645,    ,TERRE HAUTE              
0,USA,TTT ,N32520898,W097022581,    ,MAVERICK                 
0,USA,TUL ,N36114651,W095471713,    ,TULSA                    
0,USA,TUS ,N32054273,W110545348,    ,TUCSON                   
0,USA,TVC ,N44400450,W085330004,    ,TRAVERSE CITY            
0,USA,TVF ,N48040953,W096111131,    ,THIEF RIVER FALLS        
0,USA,TWF ,N42284748,W114292203,    ,TWIN FALLS               
0,USA,TXC ,N39415394,W103125378,    ,THURMAN                  
0,USA,TXK ,N33304997,W094042367,    ,TEXARKANA                
0,USA,TXO ,N34294246,W102502279,    ,TEXICO                   
0,USA,TYI ,N35583621,W077421343,    ,TAR RIVER                
0,USA,TYR ,N32212112,W095241248,    ,TYLER                    
0,USA,UBG ,N45211164,W122584133,    ,NEWBERG                  
0,USA,UCA ,         ,          ,    ,UTICA                    
0,USA,UIM ,         ,          ,    ,QUITMAN                  
0,USA,UIN ,N39505235,W091164413,    ,QUINCY                   
0,USA,UJM ,N34343017,W090402785,    ,MARVELL                  
0,USA,UKN ,         ,          ,    ,WAUKON                   
0,USA,UKW ,N33320919,W097491660,    ,BOWIE                    
0,USA,ULW ,N42053896,W077012930,    ,ELMIRA                   
0,USA,URH ,         ,          ,    ,TEXOMA                   
0,USA,UTI ,N37010343,W113310444,    ,ST GEORGE                
0,USA,VAD ,         ,          ,    ,MOODY                    
0,USA,VAN ,N33282939,W080265511,    ,VANCE                    
0,USA,VBG ,         ,          ,    ,VANDENBERG               
0,USA,VCN ,N39321562,W074580172,    ,CEDAR LAKE               
0,USA,VCT ,N28540115,W096584417,    ,VICTORIA                 
0,USA,VCV ,N34353899,W117232399,    ,VICTORVILLE              
0,USA,VEL ,N40224398,W109293582,    ,VERNAL                   
0,USA,VHP ,N39485303,W086220300,    ,BRICKYARD                
0,USA,VIH ,N38091466,W091422438,    ,VICHY                    
0,USA,VIO ,N42471218,W085294946,    ,VICTORY                  
0,USA,VIS ,N36220235,W119285579,    ,VISALIA                  
0,USA,VKZ ,N25450685,W080091600,    ,VIRGINIA KEY             
0,USA,VLA ,N39053782,W089094408,    ,VANDALIA                 
0,USA,VNA ,N32124839,W083295012,    ,VIENNA                   
0,USA,VNN ,         ,          ,    ,MOUNT VERNON             
0,USA,VNY ,N34132445,W118293003,    ,VAN NUYS                 
0,USA,VOK ,         ,          ,    ,VOLK                     
0,USA,VTU ,N34065423,W119025820,    ,VENTURA                  
0,USA,VUH ,N29160960,W094520381,    ,SCHOLES                  
0,USA,VUZ ,N33401248,W086535941,    ,VULCAN                   
0,USA,VXV ,N35541741,W083534099,    ,VOLUNTEER                
0,USA,WRB ,         ,          ,    ,ROBINS                   
0,USA,WYS ,         ,          ,    ,WEST YELLOWSTONE         
0,USA,XSF ,         ,          ,    ,SPRINGFIELD              
0,USA,XUB ,N39313678,W082584059,    ,YELLOW BUD               
0,USA,YKM ,N46341287,W120264069,    ,YAKIMA                   
0,USA,YKN ,N42550615,W097230592,    ,YANKTON                  
0,USA,YNG ,N41195169,W080402879,    ,YOUNGSTOWN               
0,USA,YRK ,N38383888,W082584202,    ,YORK                     
0,USA,ZBV ,N25421500,W079174000,    ,BIMINI                   
0,USA,ZFP ,N26331925,W078415225,    ,FREEPORT                 
0,USA,ZQA ,N25013180,W077264710,    ,NASSAU                   
0,USA,ZTC ,N26440500,W077224500,    ,TREASURE CAY             
0,USA,ZUN ,N34575671,W109091623,    ,ZUNI                     
0,USA,ZZV ,N39562709,W081533337,    ,ZANESVILLE               
0,USA,ISYK,         ,          ,06FA,WILLIAM P GWINN          
0,USA,IVVM,         ,          ,3J7 ,GREENE COUNTY RGNL       
0,USA,ICFQ,         ,          ,C29 ,MIDDLETON MUNI/MOREY FLD 
0,USA,IGHO,         ,          ,F45 ,NORTH PALM BEACH COUNTY  
0,USA,IAAO,         ,          ,KAAO,COLONEL JAMES JABARA     
0,USA,IGUW,         ,          ,KABE,LEHIGH VALLEY INTL       
0,USA,IABI,         ,          ,KABI,ABILENE RGNL             
0,USA,IEMB,         ,          ,KABI,ABILENE RGNL             
0,USA,ISPT,         ,          ,KABQ,ALBUQUERQUE INTL SUNPORT 
0,USA,IABR,         ,          ,KABR,ABERDEEN RGNL            
0,USA,IABY,         ,          ,KABY,SOUTHWEST GEORGIA RGNL   
0,USA,IACK,         ,          ,KACK,NANTUCKET MEML           
0,USA,IRNE,         ,          ,KACK,NANTUCKET MEML           
0,USA,IACT,         ,          ,KACT,WACO RGNL                
0,USA,IACV,         ,          ,KACV,CALIFORNIA REDWOOD COAST 
0,USA,IACY,         ,          ,KACY,ATLANTIC CITY INTL       
0,USA,IPVO,         ,          ,KACY,ATLANTIC CITY INTL       
0,USA,IADS,         ,          ,KADS,ADDISON                  
0,USA,ITBQ,         ,          ,KADS,ADDISON                  
0,USA,IAFJ,         ,          ,KAFJ,WASHINGTON COUNTY        
0,USA,IAFP,         ,          ,KAFP,ANSON COUNTY/JEFF CLOUD  
0,USA,IJVX,         ,          ,KAFW,FORT WORTH ALLIANCE      
0,USA,IUPE,         ,          ,KAFW,FORT WORTH ALLIANCE      
0,USA,IBYE,         ,          ,KAIA,ALLIANCE MUNI            
0,USA,IAIK,         ,          ,KAIK,AIKEN RGNL               
0,USA,IAKR,         ,          ,KAKR,AKRON FULTON INTL        
0,USA,IALB,         ,          ,KALB,ALBANY INTL              
0,USA,IDEJ,         ,          ,KALB,ALBANY INTL              
0,USA,IALI,         ,          ,KALI,ALICE INTL               
0,USA,IALN,         ,          ,KALN,ST LOUIS RGNL            
0,USA,IALO,         ,          ,KALO,WATERLOO RGNL            
0,USA,IRIQ,         ,          ,KAMA,RICK HUSBAND AMARILLO IN 
0,USA,IANE,         ,          ,KANE,ANOKA COUNTY-BLAINE (JAN 
0,USA,IAPA,         ,          ,KAPA,CENTENNIAL               
0,USA,IAPC,         ,          ,KAPC,NAPA COUNTY              
0,USA,IARA,         ,          ,KARA,ACADIANA RGNL            
0,USA,IROF,         ,          ,KARR,AURORA MUNI              
0,USA,IASE,         ,          ,KASE,ASPEN-PITKIN COUNTY/SARD 
0,USA,IASN,         ,          ,KASN,TALLADEGA MUNI           
0,USA,IASW,         ,          ,KASW,WARSAW MUNI              
0,USA,IASX,         ,          ,KASX,JOHN F KENNEDY MEML      
0,USA,IATL,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IBRU,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IFSQ,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IFUN,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IGXZ,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IHFW,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IHZK,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IOMO,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IPKU,         ,          ,KATL,HARTSFIELD - JACKSON ATL 
0,USA,IAQZ,         ,          ,KATW,APPLETON INTL            
0,USA,IATW,         ,          ,KATW,APPLETON INTL            
0,USA,IATY,         ,          ,KATY,WATERTOWN RGNL           
0,USA,IBSM,         ,          ,KAUS,AUSTIN-BERGSTROM INTL    
0,USA,IGFQ,         ,          ,KAUS,AUSTIN-BERGSTROM INTL    
0,USA,IHCE,         ,          ,KAUS,AUSTIN-BERGSTROM INTL    
0,USA,IVNK,         ,          ,KAUS,AUSTIN-BERGSTROM INTL    
0,USA,IAVC,         ,          ,KAVC,MECKLENBURG-BRUNSWICK RG 
0,USA,IAVL,         ,          ,KAVL,ASHEVILLE RGNL           
0,USA,IIMO,         ,          ,KAVL,ASHEVILLE RGNL           
0,USA,IAVP,         ,          ,KAVP,WILKES-BARRE/SCRANTON IN 
0,USA,IIZK,         ,          ,KAVP,WILKES-BARRE/SCRANTON IN 
0,USA,ILWR,         ,          ,KAWM,WEST MEMPHIS MUNI        
0,USA,IAXH,         ,          ,KAXH,HOUSTON/SOUTHWEST        
0,USA,IBBG,         ,          ,KBBG,BRANSON                  
0,USA,IBCB,         ,          ,KBCB,VIRGINIA TECH/MONTGOMERY 
0,USA,IBDL,         ,          ,KBDL,BRADLEY INTL             
0,USA,IIKX,         ,          ,KBDL,BRADLEY INTL             
0,USA,IMYQ,         ,          ,KBDL,BRADLEY INTL             
0,USA,IBDR,         ,          ,KBDR,IGOR I SIKORSKY MEML     
0,USA,IBED,         ,          ,KBED,LAURENCE G HANSCOM FLD   
0,USA,IULJ,         ,          ,KBED,LAURENCE G HANSCOM FLD   
0,USA,IBEH,         ,          ,KBEH,SOUTHWEST MICHIGAN RGNL  
0,USA,IBFF,         ,          ,KBFF,WESTERN NEBRASKA RGNL/WI 
0,USA,IRMT,         ,          ,KBFF,WESTERN NEBRASKA RGNL/WI 
0,USA,IBFI,         ,          ,KBFI,BOEING FLD/KING COUNTY I 
0,USA,ICHJ,         ,          ,KBFI,BOEING FLD/KING COUNTY I 
0,USA,IBFL,         ,          ,KBFL,MEADOWS FLD              
0,USA,IRUJ,         ,          ,KBFM,MOBILE DOWNTOWN          
0,USA,IBGR,         ,          ,KBGR,BANGOR INTL              
0,USA,IJVH,         ,          ,KBGR,BANGOR INTL              
0,USA,IBHB,         ,          ,KBHB,HANCOCK COUNTY/BAR HARBO 
0,USA,IBXO,         ,          ,KBHM,BIRMINGHAM-SHUTTLESWORTH 
0,USA,IROE,         ,          ,KBHM,BIRMINGHAM-SHUTTLESWORTH 
0,USA,IBIH,         ,          ,KBIH,BISHOP                   
0,USA,IBIL,         ,          ,KBIL,BILLINGS LOGAN INTL      
0,USA,IBMO,         ,          ,KBIL,BILLINGS LOGAN INTL      
0,USA,IBIS,         ,          ,KBIS,BISMARCK MUNI            
0,USA,IBIV,         ,          ,KBIV,WEST MICHIGAN RGNL       
0,USA,IBJI,         ,          ,KBJI,BEMIDJI RGNL             
0,USA,IBFT,         ,          ,KBKL,BURKE LAKEFRONT          
0,USA,IOSV,         ,          ,KBKV,BROOKSVILLE-TAMPA BAY RG 
0,USA,IBKX,         ,          ,KBKX,BROOKINGS RGNL           
0,USA,IBLI,         ,          ,KBLI,BELLINGHAM INTL          
0,USA,IBTC,         ,          ,KBLV,SCOTT AFB/MIDAMERICA ST  
0,USA,IBMI,         ,          ,KBMI,CENTRAL IL RGNL/BLOOMING 
0,USA,ILHJ,         ,          ,KBMI,CENTRAL IL RGNL/BLOOMING 
0,USA,ITXN,         ,          ,KBMI,CENTRAL IL RGNL/BLOOMING 
0,USA,IBNA,         ,          ,KBNA,NASHVILLE INTL           
0,USA,ISSX,         ,          ,KBNA,NASHVILLE INTL           
0,USA,IUQU,         ,          ,KBNA,NASHVILLE INTL           
0,USA,IAAD,         ,          ,KBOI,BOISE AIR TRML/GOWEN FLD 
0,USA,IBOI,         ,          ,KBOI,BOISE AIR TRML/GOWEN FLD 
0,USA,IBOS,         ,          ,KBOS,GENERAL EDWARD LAWRENCE  
0,USA,IDGU,         ,          ,KBOS,GENERAL EDWARD LAWRENCE  
0,USA,ILIP,         ,          ,KBOS,GENERAL EDWARD LAWRENCE  
0,USA,ILQN,         ,          ,KBOS,GENERAL EDWARD LAWRENCE  
0,USA,IMDC,         ,          ,KBOS,GENERAL EDWARD LAWRENCE  
0,USA,IBPK,         ,          ,KBPK,BAXTER COUNTY            
0,USA,IBPT,         ,          ,KBPT,JACK BROOKS RGNL         
0,USA,ILER,         ,          ,KBRD,BRAINERD LAKES RGNL      
0,USA,IBRO,         ,          ,KBRO,BROWNSVILLE/SOUTH PADRE  
0,USA,IBEY,         ,          ,KBTM,BERT MOONEY              
0,USA,IBTR,         ,          ,KBTR,BATON ROUGE METRO, RYAN  
0,USA,ICLZ,         ,          ,KBTR,BATON ROUGE METRO, RYAN  
0,USA,IBTV,         ,          ,KBTV,BURLINGTON INTL          
0,USA,IVOE,         ,          ,KBTV,BURLINGTON INTL          
0,USA,IBNQ,         ,          ,KBUF,BUFFALO NIAGARA INTL     
0,USA,IBVX,         ,          ,KBVX,BATESVILLE RGNL          
0,USA,IBVY,         ,          ,KBVY,BEVERLY RGNL             
0,USA,IBWI,         ,          ,KBWI,BALTIMORE/WASHINGTON INT 
0,USA,IBXM,         ,          ,KBXM,BRUNSWICK EXEC           
0,USA,IBYH,         ,          ,KBYH,ARKANSAS INTL            
0,USA,IBYL,         ,          ,KBYL,WILLIAMSBURG-WHITLEY COU 
0,USA,IMAY,         ,          ,KCAD,WEXFORD COUNTY           
0,USA,IEQX,         ,          ,KCAK,AKRON-CANTON RGNL        
0,USA,IGGZ,         ,          ,KCAK,AKRON-CANTON RGNL        
0,USA,ICBE,         ,          ,KCBE,GREATER CUMBERLAND RGNL  
0,USA,ICBF,         ,          ,KCBF,COUNCIL BLUFFS MUNI      
0,USA,ICCR,         ,          ,KCCR,BUCHANAN FLD             
0,USA,IFTG,         ,          ,KCFO,COLORADO AIR AND SPACE P 
0,USA,IFZR,         ,          ,KCFO,COLORADO AIR AND SPACE P 
0,USA,IVWT,         ,          ,KCFO,COLORADO AIR AND SPACE P 
0,USA,ICGF,         ,          ,KCGF,CUYAHOGA COUNTY          
0,USA,ICGI,         ,          ,KCGI,CAPE GIRARDEAU RGNL      
0,USA,ICHO,         ,          ,KCHO,CHARLOTTESVILLE-ALBEMARL 
0,USA,ICIC,         ,          ,KCIC,CHICO MUNI               
0,USA,IRRU,         ,          ,KCID,THE EASTERN IOWA         
0,USA,ICLE,         ,          ,KCLE,CLEVELAND-HOPKINS INTL   
0,USA,IHPI,         ,          ,KCLE,CLEVELAND-HOPKINS INTL   
0,USA,ILIZ,         ,          ,KCLE,CLEVELAND-HOPKINS INTL   
0,USA,IPVY,         ,          ,KCLE,CLEVELAND-HOPKINS INTL   
0,USA,IPXP,         ,          ,KCLE,CLEVELAND-HOPKINS INTL   
0,USA,ICLL,         ,          ,KCLL,EASTERWOOD FLD           
0,USA,IAPU,         ,          ,KCLT,CHARLOTTE/DOUGLAS INTL   
0,USA,IBQC,         ,          ,KCLT,CHARLOTTE/DOUGLAS INTL   
0,USA,IPEP,         ,          ,KCLT,CHARLOTTE/DOUGLAS INTL   
0,USA,IRGS,         ,          ,KCLT,CHARLOTTE/DOUGLAS INTL   
0,USA,IVKQ,         ,          ,KCLT,CHARLOTTE/DOUGLAS INTL   
0,USA,IXUU,         ,          ,KCLT,CHARLOTTE/DOUGLAS INTL   
0,USA,IAQI,         ,          ,KCMH,JOHN GLENN COLUMBUS INTL 
0,USA,ICBP,         ,          ,KCMH,JOHN GLENN COLUMBUS INTL 
0,USA,ICMH,         ,          ,KCMH,JOHN GLENN COLUMBUS INTL 
0,USA,IONB,         ,          ,KCMH,JOHN GLENN COLUMBUS INTL 
0,USA,ICMI,         ,          ,KCMI,UNIVERSITY OF ILLINOIS/W 
0,USA,ICMX,         ,          ,KCMX,HOUGHTON COUNTY MEML     
0,USA,IAHI,         ,          ,KCOS,CITY OF COLORADO SPRINGS 
0,USA,ILPI,         ,          ,KCOS,CITY OF COLORADO SPRINGS 
0,USA,ICOU,         ,          ,KCOU,COLUMBIA RGNL            
0,USA,IEYK,         ,          ,KCPK,CHESAPEAKE RGNL          
0,USA,ICPT,         ,          ,KCPT,CLEBURNE RGNL            
0,USA,ICRE,         ,          ,KCRE,GRAND STRAND             
0,USA,ICRP,         ,          ,KCRP,CORPUS CHRISTI INTL      
0,USA,IEKI,         ,          ,KCRP,CORPUS CHRISTI INTL      
0,USA,IOYC,         ,          ,KCRP,CORPUS CHRISTI INTL      
0,USA,ICRQ,         ,          ,KCRQ,MC CLELLAN-PALOMAR       
0,USA,ICRW,         ,          ,KCRW,YEAGER                   
0,USA,IHCV,         ,          ,KCRW,YEAGER                   
0,USA,ICUB,         ,          ,KCUB,JIM HAMILTON L B OWENS   
0,USA,ICIZ,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
0,USA,ICJN,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
0,USA,ICVG,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
0,USA,IEEI,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
0,USA,ISIC,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
0,USA,IURN,         ,          ,KCVG,CINCINNATI/NORTHERN KENT 
