1 continue number,2 area code,3 VOR idertifier,4 VOR latitude,5 VOR longitude,6 airport:,7 VOR name
0,USA,INQA,         ,          ,KNQA,MILLINGTON/MEMPHIS       
0,USA,INSE,         ,          ,KNSE,WHITING FLD NAS NORTH    
0,USA,IRRG,         ,          ,KNTD,POINT MUGU NAS (NAVAL BA 
0,USA,IMNQ,         ,          ,KNUQ,MOFFETT FEDERAL AIRFIELD 
0,USA,INUQ,         ,          ,KNUQ,MOFFETT FEDERAL AIRFIELD 
0,USA,INUW,         ,          ,KNUW,WHIDBEY ISLAND NAS (AULT 
0,USA,IOAJ,         ,          ,KOAJ,ALBERT J ELLIS           
0,USA,IINB,         ,          ,KOAK,METRO OAKLAND INTL       
0,USA,IOCH,         ,          ,KOCH,NACOGDOCHES A L MANGHAM  
0,USA,IOCW,         ,          ,KOCW,WASHINGTON-WARREN        
0,USA,IOFP,         ,          ,KOFP,HANOVER COUNTY MUNI      
0,USA,IOGD,         ,          ,KOGD,OGDEN-HINCKLEY           
0,USA,IOGS,         ,          ,KOGS,OGDENSBURG INTL          
0,USA,IOJC,         ,          ,KOJC,JOHNSON COUNTY EXEC      
0,USA,IEXR,         ,          ,KOKC,WILL ROGERS WORLD        
0,USA,ILIK,         ,          ,KOKC,WILL ROGERS WORLD        
0,USA,IOKC,         ,          ,KOKC,WILL ROGERS WORLD        
0,USA,IRGR,         ,          ,KOKC,WILL ROGERS WORLD        
0,USA,ITZX,         ,          ,KOKV,WINCHESTER RGNL          
0,USA,IEVO,         ,          ,KOLV,OLIVE BRANCH             
0,USA,IOLV,         ,          ,KOLV,OLIVE BRANCH             
0,USA,ILZW,         ,          ,KOLY,OLNEY-NOBLE              
0,USA,IEDI,         ,          ,KOMA,EPPLEY AIRFIELD          
0,USA,IENF,         ,          ,KOMA,EPPLEY AIRFIELD          
0,USA,IOGN,         ,          ,KOMA,EPPLEY AIRFIELD          
0,USA,IOMA,         ,          ,KOMA,EPPLEY AIRFIELD          
0,USA,IPPY,         ,          ,KOMA,EPPLEY AIRFIELD          
0,USA,IRAY,         ,          ,KOMA,EPPLEY AIRFIELD          
0,USA,IONA,         ,          ,KONA,WINONA MUNI-MAX CONRAD F 
0,USA,IONT,         ,          ,KONT,ONTARIO INTL             
0,USA,ITWO,         ,          ,KONT,ONTARIO INTL             
0,USA,IOLX,         ,          ,KOPF,MIAMI-OPA LOCKA EXEC     
0,USA,IPLJ,         ,          ,KOPF,MIAMI-OPA LOCKA EXEC     
0,USA,IOPN,         ,          ,KOPN,THOMASTON-UPSON COUNTY   
0,USA,IOQU,         ,          ,KOQU,QUONSET STATE            
0,USA,IABU,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IBYW,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IIAC,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IIZJ,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IJAV,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IMED,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IOYG,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,ISAJ,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,ISXH,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,ITSL,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IUYJ,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IVQX,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IVZE,         ,          ,KORD,CHICAGO O'HARE INTL      
0,USA,IJZQ,         ,          ,KORF,NORFOLK INTL             
0,USA,IORF,         ,          ,KORF,NORFOLK INTL             
0,USA,IEKW,         ,          ,KORH,WORCESTER RGNL           
0,USA,IRSR,         ,          ,KORH,WORCESTER RGNL           
0,USA,IORK,         ,          ,KORK,NORTH LITTLE ROCK MUNI   
0,USA,IEXO,         ,          ,KORL,EXEC                     
0,USA,IBWM,         ,          ,KOUN,UNIVERSITY OF OKLAHOMA W 
0,USA,IPHY,         ,          ,KOUN,UNIVERSITY OF OKLAHOMA W 
0,USA,IOWA,         ,          ,KOWA,OWATONNA DEGNER RGNL     
0,USA,IOWD,         ,          ,KOWD,NORWOOD MEML             
0,USA,IOXB,         ,          ,KOXB,OCEAN CITY MUNI          
0,USA,IOXC,         ,          ,KOXC,WATERBURY-OXFORD         
0,USA,IOYM,         ,          ,KOYM,ST MARYS MUNI            
0,USA,IOZR,         ,          ,KOZR,CAIRNS AAF (FORT RUCKER) 
0,USA,IOGO,         ,          ,KOZW,LIVINGSTON COUNTY SPENCE 
0,USA,IFQV,         ,          ,KPBG,PLATTSBURGH INTL         
0,USA,IPBI,         ,          ,KPBI,PALM BEACH INTL          
0,USA,IPBX,         ,          ,KPBX,PIKE COUNTY/HATCHER FLD  
0,USA,IGPO,         ,          ,KPDX,PORTLAND INTL            
0,USA,IIAP,         ,          ,KPDX,PORTLAND INTL            
0,USA,IJMJ,         ,          ,KPDX,PORTLAND INTL            
0,USA,IPDX,         ,          ,KPDX,PORTLAND INTL            
0,USA,IVDG,         ,          ,KPDX,PORTLAND INTL            
0,USA,IPGD,         ,          ,KPGD,PUNTA GORDA              
0,USA,IPGV,         ,          ,KPGV,PITT-GREENVILLE          
0,USA,IDHY,         ,          ,KPHF,NEWPORT NEWS/WILLIAMSBUR 
0,USA,IFJQ,         ,          ,KPHF,NEWPORT NEWS/WILLIAMSBUR 
0,USA,IPHF,         ,          ,KPHF,NEWPORT NEWS/WILLIAMSBUR 
0,USA,IGLC,         ,          ,KPHL,PHILADELPHIA INTL        
0,USA,ILLH,         ,          ,KPHL,PHILADELPHIA INTL        
0,USA,IMYY,         ,          ,KPHL,PHILADELPHIA INTL        
0,USA,IPDP,         ,          ,KPHL,PHILADELPHIA INTL        
0,USA,IPHL,         ,          ,KPHL,PHILADELPHIA INTL        
0,USA,IVII,         ,          ,KPHL,PHILADELPHIA INTL        
0,USA,IAHA,         ,          ,KPHX,PHOENIX SKY HARBOR INTL  
0,USA,ICWJ,         ,          ,KPHX,PHOENIX SKY HARBOR INTL  
0,USA,IPHX,         ,          ,KPHX,PHOENIX SKY HARBOR INTL  
0,USA,IRJG,         ,          ,KPHX,PHOENIX SKY HARBOR INTL  
0,USA,ISYQ,         ,          ,KPHX,PHOENIX SKY HARBOR INTL  
0,USA,IRNX,         ,          ,KPIA,GENERAL DOWNING - PEORIA 
0,USA,ICWT,         ,          ,KPIE,ST PETE-CLEARWATER INTL  
0,USA,IPIH,         ,          ,KPIH,POCATELLO RGNL           
0,USA,IPIR,         ,          ,KPIR,PIERRE RGNL              
0,USA,ITQW,         ,          ,KPIT,PITTSBURGH INTL          
0,USA,IPMP,         ,          ,KPMP,POMPANO BEACH AIRPARK    
0,USA,IPMU,         ,          ,KPMU,PANOLA COUNTY            
0,USA,IPNC,         ,          ,KPNC,PONCA CITY RGNL          
0,USA,IPHC,         ,          ,KPNS,PENSACOLA INTL           
0,USA,IPNS,         ,          ,KPNS,PENSACOLA INTL           
0,USA,IPQL,         ,          ,KPQL,TRENT LOTT INTL          
0,USA,IPRC,         ,          ,KPRC,PRESCOTT RGNL - ERNEST A 
0,USA,IPSC,         ,          ,KPSC,TRI-CITIES               
0,USA,IEIF,         ,          ,KPSF,PITTSFIELD MUNI          
0,USA,IJLS,         ,          ,KPTB,DINWIDDIE COUNTY         
0,USA,IPTN,         ,          ,KPTN,HARRY P WILLIAMS MEML    
0,USA,IPUC,         ,          ,KPUC,CARBON COUNTY RGNL/BUCK  
0,USA,IPUJ,         ,          ,KPUJ,PAULDING NORTHWEST ATLAN 
0,USA,IPUW,         ,          ,KPUW,PULLMAN/MOSCOW RGNL      
0,USA,IVQO,         ,          ,KPVC,PROVINCETOWN MUNI        
0,USA,IARJ,         ,          ,KPVD,RHODE ISLAND TF GREEN IN 
0,USA,IPVD,         ,          ,KPVD,RHODE ISLAND TF GREEN IN 
0,USA,IUNQ,         ,          ,KPVD,RHODE ISLAND TF GREEN IN 
0,USA,IPVG,         ,          ,KPVG,HAMPTON ROADS EXEC       
0,USA,IPVU,         ,          ,KPVU,PROVO MUNI               
0,USA,ITFM,         ,          ,KPWA,WILEY POST               
0,USA,IPWK,         ,          ,KPWK,CHICAGO EXEC             
0,USA,IGCS,         ,          ,KPWM,PORTLAND INTL JETPORT    
0,USA,IPWM,         ,          ,KPWM,PORTLAND INTL JETPORT    
0,USA,IPYM,         ,          ,KPYM,PLYMOUTH MUNI            
0,USA,IRAP,         ,          ,KRAP,RAPID CITY RGNL          
0,USA,IRBD,         ,          ,KRBD,DALLAS EXEC              
0,USA,IRBW,         ,          ,KRBW,LOWCOUNTRY RGNL          
0,USA,IRDD,         ,          ,KRDD,REDDING MUNI             
0,USA,IVXO,         ,          ,KRDG,READING RGNL/CARL A SPAA 
0,USA,IRDM,         ,          ,KRDM,ROBERTS FLD              
0,USA,IDMP,         ,          ,KRDU,RALEIGH-DURHAM INTL      
0,USA,IGKK,         ,          ,KRDU,RALEIGH-DURHAM INTL      
0,USA,ILEI,         ,          ,KRDU,RALEIGH-DURHAM INTL      
0,USA,IRDU,         ,          ,KRDU,RALEIGH-DURHAM INTL      
0,USA,IRFD,         ,          ,KRFD,CHICAGO/ROCKFORD INTL    
0,USA,IUDY,         ,          ,KRFD,CHICAGO/ROCKFORD INTL    
0,USA,IRIL,         ,          ,KRIL,RIFLE GARFIELD COUNTY    
0,USA,IRMZ,         ,          ,KRKD,KNOX COUNTY RGNL         
0,USA,IRKS,         ,          ,KRKS,SOUTHWEST WYOMING RGNL   
0,USA,IRLD,         ,          ,KRLD,RICHLAND                 
0,USA,IRME,         ,          ,KRME,GRIFFISS INTL            
0,USA,IHBQ,         ,          ,KRMG,RICHARD B RUSSELL RGNL - 
0,USA,IRMN,         ,          ,KRMN,STAFFORD RGNL            
0,USA,IAGY,         ,          ,KRNO,RENO/TAHOE INTL          
0,USA,IRNO,         ,          ,KRNO,RENO/TAHOE INTL          
0,USA,ISZK,         ,          ,KROA,ROANOKE/BLACKSBURG RGNL  
0,USA,IROC,         ,          ,KROC,FREDERICK DOUGLASS/GREAT 
0,USA,IROG,         ,          ,KROG,ROGERS EXEC - CARTER FLD 
0,USA,IROW,         ,          ,KROW,ROSWELL AIR CENTER       
0,USA,ISWE,         ,          ,KRRT,WARROAD INTL MEML        
0,USA,IRSW,         ,          ,KRSW,SOUTHWEST FLORIDA INTL   
0,USA,IRTS,         ,          ,KRTS,RENO/STEAD               
0,USA,IRUT,         ,          ,KRUT,RUTLAND - SOUTHERN VERMO 
0,USA,IRYM,         ,          ,KRYM,RAY S MILLER AAF         
0,USA,IRYY,         ,          ,KRYY,COBB COUNTY INTL/MCCOLLU 
0,USA,ISGB,         ,          ,KSAF,SANTA FE MUNI            
0,USA,ISAN,         ,          ,KSAN,SAN DIEGO INTL           
0,USA,IUBR,         ,          ,KSAN,SAN DIEGO INTL           
0,USA,IANT,         ,          ,KSAT,SAN ANTONIO INTL         
0,USA,IIZR,         ,          ,KSAT,SAN ANTONIO INTL         
0,USA,ISAT,         ,          ,KSAT,SAN ANTONIO INTL         
0,USA,ISAV,         ,          ,KSAV,SAVANNAH/HILTON HEAD INT 
0,USA,ISBA,         ,          ,KSBA,SANTA BARBARA MUNI       
0,USA,IHEV,         ,          ,KSBM,SHEBOYGAN COUNTY MEML    
0,USA,ISBO,         ,          ,KSBO,EAST GEORGIA RGNL        
0,USA,ISCK,         ,          ,KSCK,STOCKTON METRO           
0,USA,IJJM,         ,          ,KSDF,LOUISVILLE MUHAMMAD ALI  
0,USA,IPKI,         ,          ,KSDF,LOUISVILLE MUHAMMAD ALI  
0,USA,IRLI,         ,          ,KSDF,LOUISVILLE MUHAMMAD ALI  
0,USA,ISNU,         ,          ,KSDF,LOUISVILLE MUHAMMAD ALI  
0,USA,IBEJ,         ,          ,KSEA,SEATTLE-TACOMA INTL      
0,USA,ICJL,         ,          ,KSEA,SEATTLE-TACOMA INTL      
0,USA,ISEA,         ,          ,KSEA,SEATTLE-TACOMA INTL      
0,USA,ISNQ,         ,          ,KSEA,SEATTLE-TACOMA INTL      
0,USA,ISZI,         ,          ,KSEA,SEATTLE-TACOMA INTL      
0,USA,ITUC,         ,          ,KSEA,SEATTLE-TACOMA INTL      
0,USA,ISEE,         ,          ,KSEE,GILLESPIE FLD            
0,USA,ISEM,         ,          ,KSEM,CRAIG FLD                
0,USA,IFNU,         ,          ,KSFB,ORLANDO SANFORD INTL     
0,USA,IOOS,         ,          ,KSFB,ORLANDO SANFORD INTL     
0,USA,ISND,         ,          ,KSFB,ORLANDO SANFORD INTL     
0,USA,IFLZ,         ,          ,KSFF,FELTS FLD                
0,USA,IGWQ,         ,          ,KSFO,SAN FRANCISCO INTL       
0,USA,ISFO,         ,          ,KSFO,SAN FRANCISCO INTL       
0,USA,ISIA,         ,          ,KSFO,SAN FRANCISCO INTL       
0,USA,IRKH,         ,          ,KSFQ,SUFFOLK EXEC             
0,USA,ISFZ,         ,          ,KSFZ,NORTH CENTRAL STATE      
0,USA,IGWA,         ,          ,KSGF,SPRINGFIELD-BRANSON NTL  
0,USA,ISGF,         ,          ,KSGF,SPRINGFIELD-BRANSON NTL  
0,USA,IGUH,         ,          ,KSGJ,NORTHEAST FLORIDA RGNL   
0,USA,ITXH,         ,          ,KSGR,SUGAR LAND RGNL          
0,USA,ISGS,         ,          ,KSGS,SOUTH ST PAUL MUNI-RICHA 
0,USA,ITTL,         ,          ,KSGT,STUTTGART MUNI CARL HUMP 
0,USA,ISGU,         ,          ,KSGU,ST GEORGE RGNL           
0,USA,ISHR,         ,          ,KSHR,SHERIDAN COUNTY          
0,USA,IMWP,         ,          ,KSHV,SHREVEPORT RGNL          
0,USA,ISHV,         ,          ,KSHV,SHREVEPORT RGNL          
0,USA,ISJC,         ,          ,KSJC,NORMAN Y MINETA SAN JOSE 
0,USA,ISLV,         ,          ,KSJC,NORMAN Y MINETA SAN JOSE 
0,USA,ISJT,         ,          ,KSJT,SAN ANGELO RGNL/MATHIS F 
0,USA,IBNT,         ,          ,KSLC,SALT LAKE CITY INTL      
0,USA,IMOY,         ,          ,KSLC,SALT LAKE CITY INTL      
0,USA,ISLC,         ,          ,KSLC,SALT LAKE CITY INTL      
0,USA,IUAT,         ,          ,KSLC,SALT LAKE CITY INTL      
0,USA,IUTJ,         ,          ,KSLC,SALT LAKE CITY INTL      
0,USA,IUUH,         ,          ,KSLC,SALT LAKE CITY INTL      
0,USA,ISLE,         ,          ,KSLE,MCNARY FLD               
0,USA,ISME,         ,          ,KSME,LAKE CUMBERLAND RGNL     
0,USA,IHUX,         ,          ,KSMF,SACRAMENTO INTL          
0,USA,IMDK,         ,          ,KSMF,SACRAMENTO INTL          
0,USA,ISMF,         ,          ,KSMF,SACRAMENTO INTL          
0,USA,ISMS,         ,          ,KSMS,SUMTER                   
0,USA,ISMX,         ,          ,KSMX,SANTA MARIA PUB/CAPT G A 
0,USA,IOJW,         ,          ,KSNA,JOHN WAYNE/ORANGE COUNTY 
0,USA,ISNA,         ,          ,KSNA,JOHN WAYNE/ORANGE COUNTY 
0,USA,IHNQ,         ,          ,KSNL,SHAWNEE RGNL             
0,USA,ISOP,         ,          ,KSOP,MOORE COUNTY             
0,USA,ISPA,         ,          ,KSPA,SPARTANBURG DOWNTOWN MEM 
0,USA,IFKO,         ,          ,KSPB,SCAPPOOSE                
0,USA,ISPS,         ,          ,KSPS,SHEPPARD AFB/WICHITA FAL 
0,USA,ISQI,         ,          ,KSQI,WHITESIDE COUNTY/JOS H B 
0,USA,ISRB,         ,          ,KSRB,UPPER CUMBERLAND RGNL    
0,USA,IDSY,         ,          ,KSRC,SEARCY MUNI              
0,USA,ISRR,         ,          ,KSRR,SIERRA BLANCA RGNL       
0,USA,ISTE,         ,          ,KSTE,STEVENS POINT MUNI       
0,USA,ISTF,         ,          ,KSTF,GEORGE M BRYAN           
0,USA,IJAK,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,ILDZ,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,ILMR,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,IOGZ,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,IRQN,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,ISJW,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,ISTL,         ,          ,KSTL,ST LOUIS LAMBERT INTL    
0,USA,IBAO,         ,          ,KSTP,ST PAUL DOWNTOWN HOLMAN  
0,USA,IVKG,         ,          ,KSTP,ST PAUL DOWNTOWN HOLMAN  
0,USA,ISUZ,         ,          ,KSUZ,SALINE COUNTY RGNL       
0,USA,ISVC,         ,          ,KSVC,GRANT COUNTY             
0,USA,ISVH,         ,          ,KSVH,STATESVILLE RGNL         
0,USA,ISVN,         ,          ,KSVN,HUNTER AAF               
0,USA,IJKH,         ,          ,KSWF,NEW YORK STEWART INTL    
0,USA,ISWO,         ,          ,KSWO,STILLWATER RGNL          
0,USA,IMRZ,         ,          ,KSYR,SYRACUSE HANCOCK INTL    
0,USA,ISYR,         ,          ,KSYR,SYRACUSE HANCOCK INTL    
0,USA,IRPO,         ,          ,KSZT,SANDPOINT                
0,USA,ITBN,         ,          ,KTBN,WAYNESVILLE-ST ROBERT RG 
0,USA,ITDF,         ,          ,KTDF,RALEIGH RGNL AT PERSON C 
0,USA,ITJL,         ,          ,KTEB,TETERBORO                
0,USA,ITEX,         ,          ,KTEX,TELLURIDE RGNL           
0,USA,IEFE,         ,          ,KTKI,MCKINNEY NTL             
0,USA,IPLQ,         ,          ,KTLH,TALLAHASSEE INTL         
0,USA,ITLH,         ,          ,KTLH,TALLAHASSEE INTL         
0,USA,ITMA,         ,          ,KTMA,HENRY TIFT MYERS         
0,USA,ITOA,         ,          ,KTOA,ZAMPERINI FLD            
0,USA,ITOI,         ,          ,KTOI,TROY MUNI AT N KENNETH C 
0,USA,IBQE,         ,          ,KTOL,EUGENE F KRANZ TOLEDO EX 
0,USA,IAMP,         ,          ,KTPA,TAMPA INTL               
0,USA,IJRT,         ,          ,KTPA,TAMPA INTL               
0,USA,ITWJ,         ,          ,KTPA,TAMPA INTL               
0,USA,ITPL,         ,          ,KTPL,DRAUGHON-MILLER CENTRAL  
0,USA,ITTA,         ,          ,KTTA,RALEIGH EXEC JETPORT AT  
0,USA,IDWE,         ,          ,KTUL,TULSA INTL               
0,USA,ITUL,         ,          ,KTUL,TULSA INTL               
0,USA,ITUP,         ,          ,KTUP,TUPELO RGNL              
0,USA,ITUS,         ,          ,KTUS,TUCSON INTL              
0,USA,ITVI,         ,          ,KTVI,THOMASVILLE RGNL         
0,USA,ITVL,         ,          ,KTVL,LAKE TAHOE               
0,USA,ITVY,         ,          ,KTVY,BOLINDER FLD-TOOELE VALL 
0,USA,ITXK,         ,          ,KTXK,TEXARKANA RGNL-WEBB FLD  
0,USA,ITYR,         ,          ,KTYR,TYLER POUNDS RGNL        
0,USA,IOXH,         ,          ,KTYS,MC GHEE TYSON            
0,USA,IUAO,         ,          ,KUAO,AURORA STATE             
0,USA,IUKF,         ,          ,KUKF,WILKES COUNTY            
0,USA,IUKI,         ,          ,KUKI,UKIAH MUNI               
0,USA,IJNE,         ,          ,KUNU,DODGE COUNTY             
0,USA,IUTA,         ,          ,KUTA,TUNICA MUNI              
0,USA,IOTI,         ,          ,KUUU,NEWPORT STATE            
0,USA,IUZA,         ,          ,KUZA,ROCK HILL/YORK COUNTY/BR 
0,USA,IVCT,         ,          ,KVCT,VICTORIA RGNL            
0,USA,IVDF,         ,          ,KVDF,TAMPA EXEC               
0,USA,IHWG,         ,          ,KVGT,NORTH LAS VEGAS          
0,USA,IVJI,         ,          ,KVJI,VIRGINIA HIGHLANDS       
0,USA,ICAH,         ,          ,KVPS,EGLIN AFB/DESTIN-FT WALT 
0,USA,IVPS,         ,          ,KVPS,EGLIN AFB/DESTIN-FT WALT 
0,USA,IVQQ,         ,          ,KVQQ,CECIL                    
0,USA,IVSF,         ,          ,KVSF,HARTNESS STATE (SPRINGFI 
0,USA,IIDR,         ,          ,KWDR,BARROW COUNTY            
0,USA,IRLS,         ,          ,KWST,WESTERLY STATE           
0,USA,IRLU,         ,          ,KWVL,WATERVILLE ROBERT LAFLEU 
0,USA,IFBS,         ,          ,KXNA,NORTHWEST ARKANSAS NTL   
0,USA,IXNA,         ,          ,KXNA,NORTHWEST ARKANSAS NTL   
0,USA,IXWA,         ,          ,KXWA,WILLISTON BASIN INTL     
0,USA,ILSW,         ,          ,KYIP,WILLOW RUN               
0,USA,IYIP,         ,          ,KYIP,WILLOW RUN               
0,USA,IYKM,         ,          ,KYKM,YAKIMA AIR TRML/MCALLIST 
0,USA,ITNF,         ,          ,KZZV,ZANESVILLE MUNI          
0,USA,IIYQ,         ,          ,W99 ,GRANT COUNTY             
