continue number,area code,airport name,ICAO identifier,ICAO code,ICAO code
0,USA,VOLKENS FLD                   ,97IA,K3,  
0,USA,EKALAKA                       ,97M ,K1,  
0,USA,CABIN CREEK LANDING           ,97MT,K1,  
0,USA,WALSER STRIP                  ,97ND,K3,  
0,USA,BYBEE FLD                     ,97OG,K1,  
0,USA,HI COUNTRY NO 2               ,97OR,K1,  
0,USA,KITE FLD                      ,97TN,K7,  
0,USA,GDAP AIR RANCH                ,97TS,K4,  
0,USA,SAN PEDRO RANCH               ,97TX,K4,  
0,USA,SINGLETON                     ,97VA,K6,  
0,USA,BASIN CITY AIRFIELD           ,97WA,K1,  
0,USA,NORTH FORK                    ,97WI,K5,  
0,USA,TILGHMAN                      ,97XS,K4,  
0,USA,GENOA MUNI                    ,97Y ,K3,  
0,USA,ONIDA MUNI                    ,98D ,K3,  
0,USA,LAKE JESSUP                   ,98FD,K7,  
0,USA,SAND LAKE                     ,98FL,K7,  
0,USA,SEBEWAING TOWNSHIP            ,98G ,K5,  
0,USA,CIRCLE T                      ,98GA,K7,  
0,USA,REXFORD                       ,98KS,K3,  
0,USA,BRADEN FARMS                  ,98LL,K5,  
0,USA,TIETJES                       ,98LS,K4,  
0,USA,GREATON AIRFIELD              ,98M ,K6,  
0,USA,UP YONDER                     ,98MN,K3,  
0,USA,WOODLIFF AIRPARK              ,98MO,K3,  
0,USA,ROSEMONT                      ,98MT,K1,  
0,USA,SOBOLIK                       ,98ND,K3,  
0,USA,KRENZERS                      ,98NY,K6,  
0,USA,PAINE'S                       ,98OH,K5,  
0,USA,CANDY LAKE ESTATE             ,98OK,K4,  
0,USA,DEER CREEK                    ,98OR,K1,  
0,USA,PLEASANT HILL                 ,98PA,K6,  
0,USA,HILLTOP                       ,98TE,K1,  
0,USA,LANDING AT RIVER'S EDGE       ,98TN,K7,  
0,USA,CABRITO                       ,98TS,K4,  
0,USA,SMITH'S INTL                  ,99A ,K4,  
0,USA,EAGLETAIL RANCH               ,99AZ,K2,  
0,USA,EL MIRAGE FLD ADELANTO        ,99CL,K2,  
0,USA,ROCK CREEK                    ,99CO,K2,  
0,USA,DEWART LAKE                   ,99D ,K5,  
0,USA,EL RENO                       ,99F ,K4,  
0,USA,MADISON COUNTY                ,99FL,K7,  
0,USA,COURTNEY'S LANDING            ,99IA,K3,  
0,USA,COOPER FLD                    ,99II,K5,  
0,USA,ELM CREEK FARMS               ,99KS,K3,  
0,USA,GRAVITY ZERO                  ,99KY,K5,  
0,USA,LAWSON FLD                    ,99LA,K4,  
0,USA,NEWPORT MEADOWS               ,99MI,K5,  
0,USA,PARADISE                      ,99MS,K7,  
0,USA,FOX FLD                       ,99MT,K1,  
0,USA,BAMBERG COUNTY                ,99N ,K7,  
0,USA,HIBBARD'S                     ,99NY,K6,  
0,USA,LAZY F RANCH                  ,99OR,K1,  
0,USA,PRITCHARD                     ,99TE,K4,  
0,USA,BRIGGS RANCH                  ,99TX,K4,  
0,USA,SUNDOG                        ,99UT,K2,  
0,USA,CRAWFORD                      ,99V ,K2,  
0,USA,GOINS                         ,99WI,K5,  
0,USA,XINGU AIRSTRIP                ,99WY,K1,  
0,USA,SKOTZ AIRFIELD                ,99XA,K4,  
0,USA,BLUE RIDGE                    ,99XS,K4,  
0,USA,LUMPKIN COUNTY-WIMPYS         ,9A0 ,K7,  
0,USA,COURTLAND                     ,9A4 ,K7,  
0,USA,BARWICK LAFAYETTE             ,9A5 ,K7,  
0,USA,SHIFLET FLD                   ,9A9 ,K7,  
0,USA,CATLETT FARMS                 ,9AR1,K4,  
0,USA,TANGO 7                       ,9AR4,K4,  
0,USA,OVER THE TOP AVIATION         ,9AR9,K4,  
0,USA,SAGEBRUSH TRAILS ESTATES      ,9AZ2,K2,  
0,USA,SALMON RIVER AIRFIELD         ,9B8 ,K6,  
0,USA,EVART MUNI                    ,9C8 ,K5,  
0,USA,NORTH VALLEY                  ,9CA6,K2,  
0,USA,HARRIS RIVER RANCH            ,9CA7,K2,  
0,USA,TURLOCK AIRPARK               ,9CL0,K2,  
0,USA,CHRISTENSEN RANCH             ,9CL2,K2,  
0,USA,LIKELY                        ,9CL3,K2,  
0,USA,OLD AERODROME                 ,9CL7,K2,  
0,USA,SPEZIA                        ,9CL9,K2,  
0,USA,VAN SLYKE FLD                 ,9CO2,K2,  
0,USA,HUBBARD                       ,9CO3,K2,  
0,USA,SCHERLER PRIVATE AIRSTRIP     ,9CO5,K2,  
0,USA,D BAR D                       ,9CO6,K2,  
0,USA,DEVOE                         ,9CO7,K2,  
0,USA,BIJOU BOTTOM STRIP            ,9CO8,K2,  
0,USA,PHYLCON RANCH                 ,9CO9,K2,  
0,USA,HIGHMORE MUNI                 ,9D0 ,K3,  
0,USA,GREGORY MUNI - FLYNN FLD      ,9D1 ,K3,  
0,USA,HARDING COUNTY                ,9D2 ,K3,  
0,USA,DECK                          ,9D4 ,K6,  
0,USA,CANDO MUNI                    ,9D7 ,K3,  
0,USA,HASTINGS                      ,9D9 ,K5,  
0,USA,DUBLIN MUNI                   ,9F0 ,K4,  
0,USA,VALLEY MILLS MUNI             ,9F1 ,K4,  
0,USA,HOVEN MUNI                    ,9F8 ,K3,  
0,USA,SYCAMORE STRIP                ,9F9 ,K4,  
0,USA,BLACKWATER CREEK              ,9FD2,K7,  
0,USA,THOMPSON'S GOINBROKE AERO RANC,9FD5,K7,  
0,USA,FORT ATKINSON PLANTATION AIRPA,9FD7,K7,  
0,USA,BUDDY'S AG SERVICE            ,9FD9,K7,  
0,USA,SUWANNEE BELLE                ,9FL0,K7,  
0,USA,FLYING W AIRRANCH             ,9FL1,K7,  
0,USA,SARANAC FARM                  ,9FL2,K7,  
0,USA,LAKE JOSEPHINE                ,9FL3,K7,  
0,USA,SHADY BEND                    ,9FL5,K7,  
0,USA,OASIS RANGER STATION-U S GOVER,9FL7,K7,  
0,USA,FINLAYSON FARM                ,9FL8,K7,  
0,USA,BUFFALO AIRFIELD              ,9G0 ,K6,  
0,USA,PITTSBURGH NORTHEAST          ,9G1 ,K6,  
0,USA,PRICES                        ,9G2 ,K5,  
0,USA,AKRON/JESSON FLD              ,9G3 ,K6,  
0,USA,ROYALTON                      ,9G5 ,K6,  
0,USA,PINE HILL                     ,9G6 ,K6,  
0,USA,EBENSBURG                     ,9G8 ,K6,  
0,USA,GACKLE MUNI                   ,9G9 ,K3,  
0,USA,BROWN FLD                     ,9GA0,K7,  
0,USA,BRIAR PATCH                   ,9GA1,K7,  
0,USA,BERG PARK AERODROME           ,9GA2,K7,  
0,USA,YOUNG FLD                     ,9GA3,K7,  
0,USA,LOWELL FLD                    ,9GA5,K7,  
0,USA,BROOKLINE - MEADOWMERE        ,9GA6,K7,  
0,USA,CHINABERRY RANCH              ,9GA8,K7,  
0,USA,DEERFIELD LANDING             ,9GA9,K7,  
0,USA,NEELY FARMS                   ,9GE7,K7,  
0,USA,HAVANA RGNL                   ,9I0 ,K5,  
0,USA,WEST LIBERTY                  ,9I3 ,K5,  
0,USA,JENKINS CREEK RANCH           ,9ID0,K1,  
0,USA,MALLARD CREEK RANCH           ,9ID6,K1,  
0,USA,NELUND FLD                    ,9II2,K5,  
0,USA,CRUZAN FLD                    ,9II4,K5,  
0,USA,FRANCIS                       ,9II8,K5,  
0,USA,VILLIGER RLA                  ,9IL0,K5,  
0,USA,ROUTH                         ,9IL2,K5,  
0,USA,HEP CATS                      ,9IL4,K5,  
0,USA,WEISHAUPT                     ,9IL6,K5,  
0,USA,BLACK                         ,9IL7,K5,  
0,USA,SMITH FLD                     ,9IN0,K5,  
0,USA,BANDMILL FLD                  ,9IN4,K5,  
0,USA,ZUPANCIC FLD                  ,9IN7,K5,  
0,USA,GREEN FLD                     ,9IN8,K5,  
0,USA,GESSIE                        ,9IN9,K5,  
0,USA,CEDAR RIDGE                   ,9IS0,K5,  
0,USA,SCHERTZ FLD                   ,9IS2,K5,  
0,USA,JOHNSTON                      ,9IS9,K5,  
0,USA,COTTONWOOD FALLS              ,9K0 ,K3,  
0,USA,PATTY FLD                     ,9K6 ,K3,  
0,USA,ELLSWORTH MUNI                ,9K7 ,K3,  
0,USA,KINGMAN/CLYDE CESSNA FLD      ,9K8 ,K3,  
0,USA,GREENSBURG MUNI               ,9KS ,K3,  
0,USA,HARTLAND                      ,9KS1,K3,  
0,USA,ROSE PORT INC                 ,9KS4,K3,  
0,USA,LUNDGREN ANGUS RANCH          ,9KS6,K3,  
0,USA,MILLER                        ,9KS7,K3,  
0,USA,TEC FLD                       ,9KY4,K5,  
0,USA,PAINTSVILLE-PRESTONSBURG-COMBS,9KY9,K5,  
0,USA,EDWARDS AF AUX NORTH BASE     ,9L2 ,K2,  
0,USA,CHANDLER                      ,9LA6,K4,  
0,USA,SKYLINE AIRPARK               ,9LA9,K4,  
0,USA,KRUTMEIER                     ,9LL0,K5,  
0,USA,HEPP                          ,9LL2,K5,  
0,USA,TOMMY'S AIRPARK               ,9LL5,K5,  
0,USA,BAYOU MEADOWS                 ,9LS1,K4,  
0,USA,RED BEARD DUSTING SERVICE     ,9LS5,K4,  
0,USA,4B RANCH                      ,9LS9,K4,  
0,USA,ACKERMAN CHOCTAW COUNTY       ,9M4 ,K7,  
0,USA,KELLY-DUMAS                   ,9M6 ,K4,  
0,USA,SHERIDAN MUNI                 ,9M8 ,K4,  
0,USA,G W FARM                      ,9MD9,K6,  
0,USA,NEWPORT WOODS                 ,9MI2,K5,  
0,USA,GRASS ROOTS                   ,9MI5,K5,  
0,USA,CAREY LAKE                    ,9MN0,K3,  
0,USA,TROLL FARM                    ,9MN1,K3,  
0,USA,WABANA                        ,9MN2,K3,  
0,USA,BARNESVILLE MUNI              ,9MN3,K3,  
0,USA,JANSSEN                       ,9MN5,K3,  
0,USA,MERILL L HARRIS FLD           ,9MN6,K3,  
0,USA,LAWLOR-JUSTUS                 ,9MO3,K3,  
0,USA,WORTH                         ,9MO4,K3,  
0,USA,WAKEFIELD WINGS               ,9MO5,K3,  
0,USA,IVY BEND                      ,9MO6,K3,  
0,USA,EAGLE LODGE                   ,9MO9,K3,  
0,USA,BEETS                         ,9MS9,K7,  
0,USA,PALE MORNING DUN RANCH        ,9MT0,K1,  
0,USA,PIERCES                       ,9MT9,K1,  
0,USA,VANSANT                       ,9N1 ,K6,  
0,USA,PHILADELPHIA                  ,9N2 ,K6,  
0,USA,SEAMANS FLD                   ,9N3 ,K6,  
0,USA,FARMERS PRIDE                 ,9N7 ,K6,  
0,USA,BODMER                        ,9NA4,K3,  
0,USA,FLYERS AIRPARK                ,9NC2,K7,  
0,USA,EDWARDS                       ,9NC3,K7,  
0,USA,JILES FLD                     ,9NC4,K7,  
0,USA,WILLOW CREEK                  ,9NC7,K7,  
0,USA,EAGLES LANDING                ,9NC8,K7,  
0,USA,MEYLOR FLD                    ,9NC9,K7,  
0,USA,HINKLE                        ,9ND8,K3,  
0,USA,EL-CO                         ,9NE1,K3,  
0,USA,FOLKERTS                      ,9NE2,K3,  
0,USA,DAVIS RANCH                   ,9NE3,K3,  
0,USA,JOHNSTON FLD                  ,9NE4,K3,  
0,USA,BROSIUS FLD                   ,9NE8,K3,  
0,USA,STALLONE                      ,9NJ5,K6,  
0,USA,HALKA NURSERIES               ,9NJ6,K6,  
0,USA,HIGH MEADOW FARMS             ,9NJ8,K6,  
0,USA,GREIG FARM                    ,9NK4,K6,  
0,USA,SPACEPORT AMERICA             ,9NM9,K2,  
0,USA,SMOKE AND WINGS               ,9NR0,K7,  
0,USA,WOLF PIT                      ,9NR4,K7,  
0,USA,TRIPLE F AIRPARK              ,9NR7,K7,  
0,USA,BUIE FLD                      ,9NR8,K7,  
0,USA,KENNEDY AIRFIELD              ,9NY4,K6,  
0,USA,MASON AIRWAY                  ,9NY6,K6,  
0,USA,HINES FLD                     ,9NY7,K6,  
0,USA,BUCKEYE                       ,9OA5,K5,  
0,USA,CROCKER                       ,9OA8,K5,  
0,USA,BENDER                        ,9OA9,K5,  
0,USA,HAAR                          ,9OH1,K5,  
0,USA,TOUSSAINT AIRPARK             ,9OH2,K5,  
0,USA,LUTZ                          ,9OH7,K5,  
0,USA,FERRELL                       ,9OH8,K5,  
0,USA,JOHNS LANDING                 ,9OI3,K5,  
0,USA,TRANSPORTATION RESEARCH CENTER,9OI5,K5,  
0,USA,NESTA                         ,9OI6,K5,  
0,USA,FLYING EAGLE ESTATES          ,9OK3,K4,  
0,USA,TOMAHAWK                      ,9OK4,K4,  
0,USA,DIAMOND C RANCH               ,9OK5,K4,  
0,USA,PRAIRIE RIDGE                 ,9OK7,K4,  
0,USA,WOODS ACRES                   ,9OK8,K4,  
0,USA,R AND R                       ,9OK9,K4,  
0,USA,LAFFERTY FLD                  ,9OR0,K1,  
0,USA,SHANIKO RANCH                 ,9OR1,K1,  
0,USA,KING'S                        ,9OR4,K1,  
0,USA,WOOLDRIDGE AGSTRIP            ,9OR8,K1,  
0,USA,LANCE                         ,9PA0,K6,  
0,USA,OLD PLAINS                    ,9PA2,K6,  
0,USA,MCMILLIN LANDINGSTRIP         ,9PA3,K6,  
0,USA,LIZARD CREEK VALLEY           ,9PA5,K6,  
0,USA,KEYSTONE                      ,9PA7,K6,  
0,USA,VEIT                          ,9PN7,K6,  
0,USA,MALINCHAK PVT                 ,9PN8,K6,  
0,USA,J T WILLIE                    ,9PS2,K6,  
0,USA,MANOR LANDING                 ,9PS8,K6,  
0,USA,HUNT                          ,9R5 ,K4,  
0,USA,FOUR WINDS                    ,9S1 ,K4,  
0,USA,SCOBEY                        ,9S2 ,K1,  
0,USA,LAKESIDE MUNI                 ,9S3 ,K1,  
0,USA,MINERAL COUNTY                ,9S4 ,K1,  
0,USA,THREE FORKS                   ,9S5 ,K1,  
0,USA,WINIFRED                      ,9S7 ,K1,  
0,USA,LEXINGTON                     ,9S9 ,K1,  
0,USA,BEAMAN                        ,9SD7,K3,  
0,USA,OAKLEAF                       ,9SD8,K3,  
0,USA,HILLTOP RANCH                 ,9TA1,K4,  
0,USA,ROGERS                        ,9TA3,K4,  
0,USA,TWIN ACRES                    ,9TE0,K4,  
0,USA,JL BAR RANCH                  ,9TE2,K4,  
0,USA,TANNER'S                      ,9TE4,K4,  
0,USA,KALT RANCH                    ,9TE5,K4,  
0,USA,ROCKY CREEK RANCH             ,9TE6,K4,  
0,USA,FLYING G H RANCH              ,9TE7,K4,  
0,USA,VERSAILLES AERODROME          ,9TN1,K7,  
0,USA,MEADOWLARK                    ,9TN2,K7,  
0,USA,FOREMAN FLD                   ,9TN4,K7,  
0,USA,ASKEY FLD                     ,9TN5,K7,  
0,USA,BASKIN                        ,9TN7,K7,  
0,USA,TOY BOX                       ,9TN9,K7,  
0,USA,BELLA VISTA RANCH             ,9TS3,K4,  
0,USA,GOODLETT FLD                  ,9TS6,K4,  
0,USA,BAR S RANCH                   ,9TX1,K4,  
0,USA,HORAN                         ,9TX3,K4,  
0,USA,FLYING H RANCH                ,9TX4,K4,  
0,USA,CAMP BULLIS ALS (CALS)        ,9TX5,K4,  
0,USA,BEGGS RANCH                   ,9TX6,K4,  
0,USA,HITEX PRIVATE                 ,9TX7,K4,  
0,USA,TURNER                        ,9U0 ,K1,  
0,USA,WILSALL                       ,9U1 ,K1,  
0,USA,CURRANT RANCH                 ,9U7 ,K2,  
0,USA,MODISETT                      ,9V5 ,K3,  
0,USA,MARTIN MUNI                   ,9V6 ,K3,  
0,USA,EADS MUNI                     ,9V7 ,K2,  
0,USA,CHAMBERLAIN MUNI              ,9V9 ,K3,  
0,USA,BATH ALUM                     ,9VA0,K6,  
0,USA,HOLLY POINT                   ,9VA1,K6,  
0,USA,FRANWOOD FARMS INC            ,9VA4,K6,  
0,USA,SAUNDERS FLD                  ,9VA6,K6,  
0,USA,BRAMMER                       ,9VA7,K6,  
0,USA,CAMPBELL FLD                  ,9VG ,K6,  
0,USA,JUCAPA FARMS                  ,9VG9,K6,  
0,USA,SIMPSON                       ,9W3 ,K6,  
0,USA,BAUBLITZ COMMERCIAL           ,9W8 ,K6,  
0,USA,CLIO CROP CARE                ,9W9 ,K7,  
0,USA,RIVER BEND                    ,9WA3,K1,  
0,USA,PIPER CANYON                  ,9WA4,K1,  
0,USA,ALBRITTON                     ,9WA7,K1,  
0,USA,BLACK OTTER                   ,9WI1,K5,  
0,USA,FLYING DOLLAR RANCH           ,9WI2,K5,  
0,USA,BUCHHOLZ FARM                 ,9WI3,K5,  
0,USA,FAKEN                         ,9WI4,K5,  
0,USA,TAMARACK                      ,9WI5,K5,  
0,USA,KITTY HAWK ESTATES            ,9WI6,K5,  
0,USA,FLETCHER                      ,9WI8,K5,  
0,USA,CARLSON                       ,9WI9,K5,  
0,USA,COURTNEY PLUMMER              ,9WN1,K5,  
0,USA,VOYAGER VILLAGE AIRSTRIP      ,9WN2,K5,  
0,USA,LODI LAKELAND                 ,9WN5,K5,  
0,USA,ANTIQUE AERODROME             ,9WS2,K5,  
0,USA,CHIMERA AERODROME             ,9XA4,K4,  
0,USA,THE LANDING                   ,9XS1,K4,  
0,USA,BEAVER CREEK                  ,9XS2,K4,  
0,USA,MC KEON AVIATION              ,9XS4,K4,  
0,USA,SUDAN                         ,9XS6,K4,  
0,USA,REEDER                        ,9XS7,K4,  
0,USA,RANCHO VERDE                  ,9XS9,K4,  
0,USA,BOWSTRING                     ,9Y0 ,K3,  
0,USA,DUNN COUNTY WEYDAHL FLD       ,9Y1 ,K3,  
0,USA,EAST GULL LAKE                ,9Y2 ,K3,  
0,USA,SKY HARBOR                    ,9Y5 ,K3,  
0,USA,BARRON MUNI                   ,9Y7 ,K5,  
0,USA,DIXIE USFS                    ,A05 ,K1,  
0,USA,VAIDEN FLD                    ,A08 ,K7,  
0,USA,EAGLE AIRPARK                 ,A09 ,K2,  
0,USA,SUN VALLEY                    ,A20 ,K2,  
0,USA,CALIFORNIA PINES              ,A24 ,K2,  
0,USA,ADIN                          ,A26 ,K2,  
0,USA,FORT BIDWELL                  ,A28 ,K2,  
0,USA,SCOTT VALLEY                  ,A30 ,K2,  
0,USA,BUTTE VALLEY                  ,A32 ,K2,  
0,USA,DAYTON VALLEY AIRPARK         ,A34 ,K2,  
0,USA,AK-CHIN RGNL                  ,A39 ,K2,  
0,USA,COSTIN                        ,A51 ,K7,  
0,USA,STRICKLAND/SMALLEY FLD        ,AL03,K7,  
0,USA,MCCALL                        ,AL04,K7,  
0,USA,SEHOY                         ,AL05,K7,  
0,USA,PERDIDO WINDS AIRPARK         ,AL08,K7,  
0,USA,CLOUDMONT AIRPARK             ,AL09,K7,  
0,USA,FRERICHS                      ,AL10,K7,  
0,USA,TURKEY CREEK                  ,AL16,K7,  
0,USA,LAZY EIGHT AIRPARK LLC        ,AL17,K7,  
0,USA,PARKER FLD                    ,AL18,K7,  
0,USA,SPRATLING FLD                 ,AL25,K7,  
0,USA,HEADQUARTERS                  ,AL27,K7,  
0,USA,NEW HORIZON                   ,AL29,K7,  
0,USA,ROCKY SPRINGS AIRPARK         ,AL30,K7,  
0,USA,FLYING BK RANCH               ,AL32,K7,  
0,USA,STURDY OAK FARM               ,AL33,K7,  
0,USA,ELAM'S LANDING                ,AL34,K7,  
0,USA,MC GINNIS                     ,AL35,K7,  
0,USA,BENEDICK                      ,AL37,K7,  
0,USA,FREEDOM FLD                   ,AL41,K7,  
0,USA,HENLEY RANCH                  ,AL43,K7,  
0,USA,MOUNDVILLE                    ,AL44,K7,  
0,USA,SHOALS CREEK                  ,AL46,K7,  
0,USA,FLYING C'S PLANTATION         ,AL51,K7,  
0,USA,SHIELDS                       ,AL55,K7,  
0,USA,LOWER DELTA                   ,AL58,K7,  
0,USA,DUGGER'S FLD                  ,AL60,K7,  
0,USA,STRIPLIN AIRFIELD             ,AL62,K7,  
0,USA,VAUGHN                        ,AL69,K7,  
0,USA,WILLOW POINT                  ,AL71,K7,  
0,USA,GRIMES FLD                    ,AL74,K7,  
0,USA,GULF STATE PARK               ,AL75,K7,  
0,USA,MAYFIELD (PVT)                ,AL76,K7,  
0,USA,SMART ROAD                    ,AL77,K7,  
0,USA,BARTLETT RANCH                ,AL79,K7,  
0,USA,PECAN PONDS FARM              ,AL84,K7,  
0,USA,BAN FARM                      ,AL88,K7,  
0,USA,SOMMERSET STRIP               ,AL89,K7,  
0,USA,HAWK FLD                      ,AL92,K7,  
0,USA,BIG SKY                       ,AL93,K7,  
0,USA,EVANS FLD                     ,AL94,K7,  
0,USA,BON SECOUR                    ,AL96,K7,  
0,USA,WILLIAMSON FARM               ,AL97,K7,  
0,USA,ELKWOOD AIRPARK               ,AL99,K7,  
0,USA,AV RANCH                      ,AN01,K2,  
0,USA,FROG POND                     ,AN37,K4,  
0,USA,CENTERVILLE AIRSTRIP          ,AR03,K4,  
0,USA,JOHN HARRIS FLD               ,AR05,K4,  
0,USA,CANTRELL FARMS                ,AR06,K4,  
0,USA,FLYING MACHINES AIRSTRIP      ,AR08,K4,  
0,USA,GRAVETTE FLD                  ,AR09,K4,  
0,USA,GREENWALT COMPANY             ,AR10,K4,  
0,USA,OZARK AERODROME               ,AR11,K4,  
0,USA,MC DONALD'S STRIP             ,AR12,K4,  
0,USA,PEARSON FLD                   ,AR13,K4,  
0,USA,BURNS AERODROME               ,AR17,K4,  
0,USA,TOMMY'S FLYING SERVICE INC    ,AR22,K4,  
0,USA,LOLLARS CREEK FARM            ,AR27,K4,  
0,USA,PINE VILLAGE                  ,AR34,K4,  
0,USA,BRICKEY                       ,AR43,K4,  
0,USA,FLYING W                      ,AR44,K4,  
0,USA,PENROSE                       ,AR46,K4,  
0,USA,R V STEWART FLD               ,AR55,K4,  
0,USA,FLYING G RANCH                ,AR79,K4,  
0,USA,POE'S                         ,AR88,K4,  
0,USA,LANDERS LOOP                  ,AR89,K4,  
0,USA,CIRCLE S FARMS                ,AR91,K4,  
0,USA,ARK-MO                        ,AR93,K4,  
0,USA,MORTON FLD                    ,AZ00,K2,  
0,USA,OUTBACK RANCH AIRSTRIP        ,AZ01,K2,  
0,USA,CLIFF DWELLERS                ,AZ03,K2,  
0,USA,SAWTOOTH                      ,AZ04,K2,  
0,USA,LAKESIDE AIRPARK              ,AZ05,K2,  
0,USA,DUSTY WINGS FLD               ,AZ06,K2,  
0,USA,BIG CHINO AIRSTRIP            ,AZ09,K2,  
0,USA,SCHU RANCH                    ,AZ13,K2,  
0,USA,AMMON                         ,AZ14,K2,  
0,USA,CIRCLE H RANCH                ,AZ17,K2,  
0,USA,C & L RANCH                   ,AZ19,K2,  
0,USA,FOUR PILLARS                  ,AZ21,K2,  
0,USA,TRI-ROTOR AG SERVICES         ,AZ25,K2,  
0,USA,EVELYN FLD                    ,AZ26,K2,  
0,USA,BIG SPRINGS RANCH             ,AZ27,K2,  
0,USA,THUNDER RIDGE AIRPARK         ,AZ28,K2,  
0,USA,SERENE FLD                    ,AZ31,K2,  
0,USA,ROESNER RANCH                 ,AZ32,K2,  
0,USA,MASSEY FARM                   ,AZ34,K2,  
0,USA,SHEEPY HOLLOW RANCH           ,AZ40,K2,  
0,USA,HIDDEN VALLEY                 ,AZ43,K2,  
0,USA,CHINA PEAK OBSERVATORY        ,AZ45,K2,  
0,USA,MORGAN RANCH AIRSTRIP         ,AZ46,K2,  
0,USA,AILERON ORCHARDS              ,AZ49,K2,  
0,USA,TRIANGLE AIRPARK              ,AZ50,K2,  
0,USA,PILOTS REST                   ,AZ57,K2,  
0,USA,CURRY RIDGE                   ,AZ60,K2,  
0,USA,G M RANCH                     ,AZ61,K2,  
0,USA,TWIN HAWKS AIRPARK            ,AZ63,K2,  
0,USA,RIO VISTA HILLS               ,AZ64,K2,  
0,USA,DOUBLE CIRCLE RANCH           ,AZ66,K2,  
0,USA,EL TIRO                       ,AZ67,K2,  
0,USA,BIG SANDY                     ,AZ71,K2,  
0,USA,NORTHSTAR                     ,AZ72,K2,  
0,USA,ARIZONA BAY                   ,AZ78,K2,  
0,USA,AIRSCREW PERFORMANCE FLIGHTPAR,AZ79,K2,  
0,USA,MOGOLLON AIRPARK              ,AZ82,K2,  
0,USA,TONOPAH                       ,AZ85,K2,  
0,USA,A C GOODWIN MEML FLD          ,AZ86,K2,  
0,USA,ELOY FARMS AIRSTRIP           ,AZ88,K2,  
0,USA,HANGAR HACIENDAS              ,AZ90,K2,  
0,USA,X BAR 1 RANCH (LOWER)         ,AZ97,K2,  
0,USA,GARNSEYS                      ,B04 ,K6,  
0,USA,BASIN HARBOR                  ,B06 ,K6,  
0,USA,BOWMAN FLD                    ,B10 ,K6,  
0,USA,WHITFORDS                     ,B16 ,K6,  
0,USA,ALTON BAY                     ,B18 ,K6,  
0,USA,BIDDEFORD MUNI                ,B19 ,K6,  
0,USA,SUGARLOAF RGNL                ,B21 ,K6,  
0,USA,TIBER DAM                     ,B70 ,K1,  
0,USA,BLACK BUTTE NORTH             ,BB0 ,K1,  
0,USA,GILLIAM - MC CONNELL AIRFIELD ,BQ1 ,K7,  
0,USA,BULLWHACKER                   ,BW8 ,K1,  
0,USA,MERCER COUNTY                 ,C00 ,K5,  
0,USA,SOUTHERN CROSS                ,C01 ,K6,  
0,USA,GRAND GENEVA RESORT           ,C02 ,K5,  
0,USA,NAPPANEE MUNI                 ,C03 ,K5,  
0,USA,OCEANA COUNTY                 ,C04 ,K5,  
0,USA,SILVER WEST                   ,C08 ,K2,  
0,USA,MORRIS MUNI - JAMES R WASHBURN,C09 ,K5,  
0,USA,AMANA                         ,C11 ,K3,  
0,USA,PEKIN MUNI                    ,C15 ,K5,  
0,USA,FRASCA FLD                    ,C16 ,K5,  
0,USA,MARION                        ,C17 ,K3,  
0,USA,ANDREWS UNIVERSITY AIRPARK    ,C20 ,K5,  
0,USA,MINERAL COUNTY MEML           ,C24 ,K2,  
0,USA,WAVERLY MUNI                  ,C25 ,K3,  
0,USA,MANCHESTER MUNI               ,C27 ,K3,  
0,USA,MIDDLETON MUNI/MOREY FLD      ,C29 ,K5,  
0,USA,REEDSBURG MUNI                ,C35 ,K5,  
0,USA,BRODHEAD                      ,C37 ,K5,  
0,USA,MILLER                        ,C40 ,K5,  
0,USA,HIRAM CURE                    ,C43 ,K5,  
0,USA,TOUTANT                       ,C44 ,K6,  
0,USA,PORTAGE MUNI                  ,C47 ,K5,  
0,USA,WILSON BAR USFS               ,C48 ,K1,  
0,USA,LOWER LOON CREEK              ,C53 ,K1,  
0,USA,OGLE COUNTY                   ,C55 ,K5,  
0,USA,BULT FLD                      ,C56 ,K5,  
0,USA,LAKE LAWN                     ,C59 ,K5,  
0,USA,WINFIELD LANDING              ,C61 ,K5,  
0,USA,KENDALLVILLE MUNI             ,C62 ,K5,  
0,USA,CAYUSE CREEK USFS             ,C64 ,K1,  
0,USA,PLYMOUTH MUNI                 ,C65 ,K5,  
0,USA,MONMOUTH MUNI                 ,C66 ,K5,  
0,USA,LAKE PLEASANT                 ,C67 ,K5,  
0,USA,CROSBY MUNI                   ,C71 ,K7,  
0,USA,CROSS WINDS                   ,C72 ,K1,  
0,USA,DIXON MUNI-CHARLES R WALGREEN ,C73 ,K5,  
0,USA,CASSVILLE MUNI                ,C74 ,K5,  
0,USA,MARSHALL COUNTY               ,C75 ,K5,  
0,USA,POPLAR GROVE                  ,C77 ,K5,  
0,USA,NEW COALINGA MUNI             ,C80 ,K2,  
0,USA,CAMPBELL                      ,C81 ,K5,  
0,USA,BRESSON                       ,C82 ,K5,  
0,USA,BYRON                         ,C83 ,K2,  
0,USA,FREEPORT/DORNINK              ,C86 ,K5,  
0,USA,SYLVANIA                      ,C89 ,K5,  
0,USA,DOWAGIAC MUNI                 ,C91 ,K5,  
0,USA,MENTONE                       ,C92 ,K5,  
0,USA,LOWELL                        ,C97 ,K5,  
0,USA,LAKE VILLAGE                  ,C98 ,K5,  
